app_id,GOOD,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02
-13670,1,1,SM,18,0,P,1.11,245.25,12.97,1,27.53333333,12.845,0.43,19,85.71,0,45.2109375,1,0,7.65,5,-1
-278,1,0,SB,18,1,P,1.05,221,12.97071429,1.05,26.275,4,0.17,5,94.68,0,58.39296094,1,0,9.3,5,0
8465,1,0,SO,19,0,P,1.08,218.5,12.97178571,1.07,27.63666667,12.558,0.51,20,62.21,0,75.0625,1,0,8.96,5,1
-6435,1,0,SA,18,0,P,1.01,239,12.9725,1.08,33.03,10.225,0.16,10.96333333,100.55,0.014702675,31.45703125,1,0,9.48,5,1
-3158,1,0,SO,17,0,P,1.075,261.5,12.98571429,1.083333333,37.88,0,0.26,4,113.8916667,0,43.7265625,1,0,13.99,5,0
-7619,1,0,SH,18,1,P,1.08,655.5,12.986,1.15,8.18,7,1,20,116.7766667,0,76.125,1,0,10.03,5,0
-12153,1,400,SO,19,1.35,R,1.14,466,12.9875,1.1,12.33,9.76,0.862857143,11.92,220.835,0,49.0390625,1,0,23.6,5,-1
-5934,0,0,SO,18,1,P,1.03,202.5,12.9885,1,40.1,10,0,20,108.59,0.039326422,40.3046875,1,0,15.21,5,0
2661,0,0,SO,18,0,P,1.12,221,12.99,1,49.7325,13,0,36,192.7933333,0.142561738,46.2265625,1.01,0,2.32,5,-1
1356,0,0,SA,18,0,P,1.1,207,12.99,1.09,52.855,7,0.18,6,161.347,0,41.7578125,1.03,0,11.46,5,-1
14181,1,400,SO,18,0.66,P,1.05,237,12.9925,1.09,24.28,12,0.29,9,80.27,0,69.546875,1,0,17.29,5,0
1915,1,0,SO,18,0,P,1.07,320.3333333,12.99285714,1.267,26.28333333,20,2,24,73.26,0.228844853,72.203125,1,0,1.21,5,0
2920,1,1,SA,18,0,P,1.125,197.6666667,12.995,1.03,30.52,14,0,7,82.3525,0,70.28125,1,0,7.94,5,-1
6478,0,0,SO,18,1,P,1.01,200.1666667,12.996,1.02,42.97,6,0,14,153.9266667,0.051610181,68.921875,1,0,8.55,5,0
-10713,1,0,SL,28,2,H,1.64,23650,13,2,29.01666667,9.72,1,20.36,11007,0.066993431,42.5,2,2,2451,3,0
-10359,1,1400,SL,30,1,P,1.42,8164.5,13,5,35,26,13,9,3719.37,0.579967694,58.703125,2,2,1283,2,0
13817,1,900,SO,25,2.02,H,1.39,6450,13,3,0,14,7,6,3348,0.078512522,82.6875,1,2,769,3,-1
-13078,1,0,SH,26,2,H,1.31,5850,13,3,19.49,6.675833333,0,12.17,1488,0.102487629,45.9765625,1,3,32,3,-1
-8554,1,1,SB,27,4,P,1.43,5500,13,1,0,19,6.47,30.01666667,4371,0.061271553,63.234375,1,0,1126.65,5,0
-458,1,0,SM,31,2,R,1.13,5450,13,1,22,0,3,9,1707,0,46.546875,1.09,0,395.58,5,-1
3598,0,0,SE,33,5,H,1.53,4350,13,3,0,14.29,5,28.55,529,0,87.859375,1,3,6257,2,-1
-14648,1,0,SF,29,0,R,1.56,4200,13,2.15,184,11,10,17,4153,0.026014865,83.75,1.24,0,98.4775,5,-1
-154,0,1,SN,34,0,R,1.55,4150,13,1,247.555,11.89,7,14.4,1705.01,0.142291978,21.40234375,1.2,0,0,3,-1
-3939,0,0,SO,28,1,R,1.32,4150,13,1,0,6.68,0,15.2,2294,0,54.34375,1,1,942,3,3
-11569,1,0,SC,42,1,R,1.11,3691.5,13,3,24,5.82,11,6.48,1537.82,0.182624263,49.5625,1,2,0,3,-1
-12137,1,1400,SO,28,1.35,R,1.29,3663.5,13,2,0,0,6,9,1823.43,0.711209009,19.2578125,2,0,289.62,5,2
-3411,1,1540,SB,29,0,H,1.34,3400,13,2,0,11.19,0,25.905,744,0.01055577,68.375,1,2,270,3,-1
3803,1,1,SO,21,1,P,1.35,3300,13,3,15.438,20,4,37,311,0.038350499,53.1953125,1,2,753,3,-1
-9160,1,0,SN,27,1,H,1.34,2850,13,1,10.29,14.53,4.23,20.15,61,0.032749599,58.0703125,1,1,729,3,-1
830,1,0,SD,22,4,R,1.25,2850,13,1,0,10.85,2.206666667,27.53,518.54,0.114126371,72.3125,1,1,3416,3,1
-570,1,560,SN,25,2,P,1.34,2400,13,3,40,26,6,36,1302,0.022676084,67.546875,1.14,0,0,3,4
1164,1,0,SM,35,0,R,1.34,2300,13,1,19,5.28,3.73,9.93,1239,0,48.234375,2,0,0,2,0
-3521,1,1,SF,23,0,P,1.233137255,2250,13,1,0,14.861,4.37,21.91,0,0.654773815,60.734375,1,1,0,3,0
-12019,0,800,SN,38,2,R,1.39,2166.166667,13,1,110,7.64,8,7.74,1340.83,1.022215765,37.8515625,1.23,1,0,3,3
14435,1,1,SA,22,6,P,1.15,1996,13,2,0,27,4.526666667,36,497.15,0.184380724,61.921875,1,2,333,3,-1
-6101,1,0,SH,19,1,P,1.15,1948.5,13,1,30,13.185,10,12,1010.133333,0.052257806,64.6875,1.05,1,0,3,-1
-13172,0,0,SO,39,1,H,1.85,1900,13,3,247.27,4.72,1,8.36,1642,0.071323454,44,1,2,0,1,-1
5227,1,1020,SC,45,1,H,1.32,1850,13,1,0,1,2,10.28,1393,0.086592625,41.203125,1,1,724,3,-1
4691,0,1,SC,26,1,H,1.19,1739,13,1,0,5.56,1,10.97,1099.23,0,57.60078125,1.07,1,0,3,-1
-8980,1,0,SO,23,1,H,1.26,1715.25,13,1,0,3,4,16,936.62,0.534030806,41.6796875,1,1,0,3,1
-12855,0,2,SE,21,2,P,1.43,1650,13,3,120,9,3,31,93,0,86.234375,1,3,1457,3,1
-14276,1,1000,SE,25,1.85,R,1.17,1474,13,1,0,9.783333333,0,21.36333333,511.8275,0.121053694,71.328125,1.13,1,0,3,-1
14177,1,1220,SM,26,3.28,P,1.47,1450,13,1.56,0,26,7,51,217,0,58.125,2,0,849.95,5,0
-7636,1,0,SO,28,2,P,1.3,1450,13,2,21.28,9,9,28,1046.53,0.328759493,60.640625,1,1,1679,3,-1
-3548,0,0,SO,19,1,P,1.25,1450,13,1,39.63,11,1,13,373.96,0.087105478,60.46875,2,1,1241,3,0
-14902,0,0,SN,21,1,P,1.163333333,1450,13,2,0,5,4,42,281,0,64.6875,1,2,127,3,1
4857,1,0,SH,28,1,P,1.25,1430.5,13,1,23.86,9,4.49,51,442.69,0.09509137,34.9609375,1.04,1,0,3,-1
12313,1,0,SO,22,5,P,1.2,1394.125,13,2,12.77,9,6,21,566.46,0.114102513,23.7109375,1,2,1152,3,-1
-10480,0,0,SN,29,1,P,1.38,1383.5,13,2,79.9,23,11,3,1620.31,0.075567064,42.5,1.43,0,262.97,2,-1
-10001,0,0,SK,21,3,P,1.25,1382.5,13,2,0,6,3,37,440.02,0,66.234375,1,1,1337,3,-1
5828,1,0,SC,20,1,P,1.19,1300,13,1,25,17,3,10,0,0.270146583,47.40625,1.06,1,0,3,-1
-10964,1,0,SO,19,1,P,1.29,1200,13,1,10.05,0,0,3,496,0.033863864,66.796875,1,1,0,3,0
-4362,0,0,SM,26,1,H,1.67,1179,13,3,806,8.9,2,14.18,1029.85,0.416652845,46.484375,1.13,1,0,3,-1
-10990,0,0,SE,23,1,P,1.14,1161.125,13,2,76,14.8,17,15.86,1262.955,0.023105732,39.09375,1.07,1,0,3,-1
-11384,0,1,SH,45,2,R,1.33,1158,13,1,61,7.08,2.46,7.25,622.73,0,29.3203125,2,1,0,3,1
9907,1,1600,SB,19,2,R,1.465,1111.5,13,1,31.08,10.82,1.151333333,19.83,415.79,0.361391769,48.4609375,1,1,0,3,1
-3508,1,0,SH,19,1,P,1.43,1100,13,1,0,24,0,30,0,0.160344699,70.5,1,1,394,3,0
-306,0,0,SG,24,0,P,2.51,1053,13,3,689,19,6,23,543.67,0.1391639,61.0703125,3,0,0,3,1
711,0,1,SB,20,2,R,2.07,1048.5,13,1,46,12,0,70,394.84,0.086836203,86.109375,3,1,920,3,1
-3936,0,0,SO,22,1,P,1.38,1000,13,2,94,7,3,40,0,0.135161185,64.90625,1.07,1,0,3,-1
-627,0,0,SA,31,1,P,1.24,980,13,4,109.56,12.16,4.03,18.265,620.24,0.163352164,68.328125,1,1,0,3,4
-42,0,0,SE,30,0,P,1.23,950.5,13,3,117.93,12,4.71,21,711.33,1.03741033,56.625,1,0,0,3,1
-9783,1,0,SO,20,3,P,1.42,950,13,2,0,13,1,37,323.3,0.449768748,72.703125,1,2,877,3,0
-13618,1,2,SB,24,1.392222222,R,1.27,950,13,1,1,7.66,1.4,15.61,472.6833333,0.287827578,71.9375,1,1,0,3,1
10301,0,0,SO,19,2,P,1.23,950,13,1,1,7,1.673333333,18,211.08,0,50.5,1,1,355,3,-1
40,0,0,SA,20,1,P,1.203333333,950,13,2,39,20,1,22,329.77,0.083012587,74.921875,1,1,0,3,0
-11452,1,1200,SL,19,1,R,1.37,915.5,13,2,40,11.36,0.993333333,24.56,349.7566667,0.033692612,45.4375,2,1,0,3,1
4640,1,500,SO,19,1,P,1.33,914.5,13,2,22.55,24,0,20,226.23,0,99.671875,1,2,9,3,1
-11453,1,1200,SL,19,1,R,1.39,907,13,2,40,11.15,0.903333333,24.66,347.2866667,0.023628734,46.9453125,2,1,0,3,1
8658,1,0,SL,21,4,R,1.15,905,13,2,11.27,9.8125,2.18,11.71,400.472,0.34733968,46.71875,1,1,64,3,-1
8986,1,1,SC,20,2,P,1.21,891,13,2,14.594,19,1,22,236.76,0.017420755,68.328125,1,2,712,3,-1
-3991,1,0,SH,19,1,P,1.15,856,13,2,8.65,6,2,47,134.06,0.016146486,52.25,1.01,1,0,3,-1
1011,1,0,SL,21,3,P,1.25,850,13,1.42,18.05,27,5,52,403,0.012199525,77.453125,1.03,0,148.16,5,-1
-565,0,0,SL,20,1,P,1.23,850,13,3,44,10,3,18,538.4,0.008780502,62.546875,1,3,746,3,4
1517,1,0,SO,19,0,P,1.143137255,829.75,13,2,5.08,16,1,49,159.2866667,0,53.203125,1,1,0,3,-1
9041,1,0,SO,20,1,P,1.23,821.5,13,1.33,0,26,3,10,387.08,0.109371523,19.390625,1,0,132.07,5,1
3993,1,0,SA,19,1,P,1.16,817.5,13,1,5.68,1,0,17,120.28,0.217491172,77.0625,1.17,1,0,3,4
-11066,1,1,SA,24,2,R,1.19,789,13,1.19,1,3.94,1.06,6.01,583.9973333,0.035852777,40.9296875,1.04,0,47.53,5,-1
-9118,0,0,SH,32,2,R,1.2,772.5,13,1.44,49,5.4,1.38,8.02,634.805,0.219409649,38.9921875,1.12,0,201.42,5,3
-826,1,1,SF,20,2,P,1.18,768.5,13,1.36,1,18,4,13,253.15,0.119677886,36.9609375,1.05,0,26.47,5,-1
4531,1,0,SO,19,1,P,1.38,760,13,1,7.41,17,1,28,216.56,0.33176532,65.96875,2,1,0,3,1
1657,1,0,SK,19,0,R,1.27,757.5,13,1,15.11666667,13.81,0.848333333,27.95,266.87,0,65.32166667,2,1,0,3,0
-8567,0,0,SH,19,1,P,1.82,750,13,2,116.49,15,0,45,0,0,81.90625,2,2,0,3,0
14629,1,400,SC,19,1.55,P,1.36,750,13,1,34.524,24,2,31,0,0,60.3203125,1,1,350,2,-1
1169,1,1,SL,23,4,P,1.24,750,13,2,1,11.02,5,4,267.74,0.214519369,75.328125,1,0,0,3,0
-11001,0,0,SD,29,2,H,1.21,750,13,1,54,4.22,3,9.07,880.56,0.200117481,46,1,0,198.06,5,1
-6205,1,0,SB,19,0,P,1.193137255,725.8666667,13,1,0,25,2,39,157.9,0.058645031,67.28125,1,1,0,3,0
-14257,0,0,SO,25,0,R,2,714.6,13,2,199.54,13.61,4,24.21,444.04,0.132363232,29.484375,2,1,0,3,0
3201,1,0,SB,20,0,P,1.22,703,13,3,16.27,16,0,36,201.38,0.176238694,42.3046875,1,2,0,3,-1
2261,1,1,SB,19,0,P,1.34,700,13,2,16.1,1,1,5,31,0.190987366,39.984375,1,1,0,3,-1
-6253,1,1,SM,18,1,P,1.2,699.4,13,1,15.1275,0,0.36,8,222.2837143,0.04279843,53.4609375,2,1,0,3,0
3601,1,0,SO,18,0,P,1.213137255,689.5,13,2,14.41,6,0,73,172.1066667,0.086807383,70.6875,1,1,0,3,-1
-5579,1,1,SG,18,1,P,1.243333333,687,13,2,10.28166667,11.035,0,4,281.55,0.318145799,70.71875,1,2,0,3,-1
10109,1,680,SE,19,0.73,P,1.23,676.5,13,1.36,0,7,1,34,372.81,0.209244618,45.25,1.11,0,31.95,5,-1
7812,1,1,SH,18,0,P,1.16,671.8333333,13,2,16.88,22,0,10,190.21,0.354400788,68.140625,1,2,0,3,-1
5918,1,0,SL,19,1,P,1.07,660.6666667,13,1,13.79,23,3,3,198.52,0,54.03125,1.04,0,28.79,5,-1
9046,1,0,SO,19,0,P,1.106666667,642.8143939,13,1,5.06,14,1,4,228.71,0,87.515625,2,1,0,3,0
9782,0,0,SO,20,1,P,1.48,642.5,13,2,43.00666667,26,1,48,188.05,0.010514343,72.96875,2,2,0,3,0
-11171,0,0,SM,31,1,R,1.66,638,13,2,180,4.18,0,9.14,742.35,0,56.5234375,2,2,0,3,1
11636,1,300,SC,21,1,P,1.18,637,13,1,24,15,2.46,3,188.69,0.252587641,59.7890625,1.03,1,0,3,-1
-11610,1,1,SO,19,1,P,1.523333333,635.6666667,13,3,10.71,5,1,11,179.4366667,0,70.8125,2,2,0,3,1
13270,0,200,SO,18,0.878333333,P,1.32,624.5,13,1,47.50888889,14,0.396428571,82,374.85,0,64.4375,1.1,1,0,3,-1
14510,1,0,SO,20,0,P,1.21,624,13,3,39,16,2,12,327.8,0.171972691,57.6328125,1,3,0,3,0
1613,0,0,SO,19,0,P,1.213137255,617.25,13,2,0,27,1,37,257.505,0.041468901,58.6953125,1,1,0,2,-1
-3320,1,800,SK,25,0,R,1.47,600,13,2,45.96,11.23,2.41,26.695,422.11,0.050554648,69,1,1,0,3,1
-5772,1,1,SB,19,1,P,1.09,597.5,13,2,10.23,13,0,19,154.71,0,59.59375,1,2,0,3,-1
-8428,0,0,SD,27,1,R,1.14,595,13,2,47.8,3.44,2.29,4,785,0,44.2890625,1,2,0,3,-1
6026,0,0,SB,20,1,P,1.09,593.5,13,2,56.95,1,1.94,6,367.126,0.272609222,60.6328125,1,2,0,3,1
-3914,1,1,SO,19,1,P,1.15,573.5,13,3,15,5,2,14,170.74,0.113471695,65.921875,1.15,1,0,3,2
4722,1,10,SD,19,1,P,1.21,536.15,13,1,16.3,2,0.88,2,251.7357143,0.390471322,64.71875,1,1,0,3,0
-13744,1,0,SO,19,1,P,1.27,532,13,2,16.8,20,1.149,12,240.7133333,0.417067356,56.296875,2,2,0,3,1
14473,1,0,SA,20,1,P,1.07,528.8928571,13,1,4.24,15,1,17,82.98,0,75.265625,1.01,1,0,3,-1
4399,1,1,SO,19,1,P,1.163333333,520.75,13,2,9.67,20,1.077333333,3,198.645,0.281719829,48.3125,1,2,0,3,-1
-1209,1,1500,SD,21,2.47,P,1.36,500,13,1,0,6,1,41,186,0.217059678,51.0390625,1,1,1210,3,-1
-6734,1,0,SO,23,5,P,1.353333333,500,13,3,0,19,4,28,0,0.01392861,81.40625,1.04,1,0,3,-1
-3892,1,200,SB,23,5,P,1.29,500,13,1,45,22,6,25,465,0,65.234375,1,1,1414,3,-1
12358,0,0,SO,32,1,R,1.29,500,13,1,62,7.703333333,1.63,16.45,522.35,0.174022454,85.984375,1,1,276,3,-1
6919,1,2,SC,19,2,P,1.26,500,13,1,0,14,2,9,498,0.513371449,62.5859375,1,1,660,3,-1
-3927,1,0,SH,19,1,P,1.25,500,13,2,8.91,14,1,18,0,0.084901839,75.6875,1,1,0,3,-1
-7577,1,0,SM,22,5,P,1.24,500,13,1,0,15,4,11,0,0.163497592,75.75,1,1,0,3,0
-9476,1,300,SM,19,0.71,P,1.21,500,13,1,14.62,7,0,17,154,0.222911584,98.671875,1,1,0,3,1
9086,1,1,SM,19,2,P,1.15,500,13,1,20,12,0,18,1,0.013921932,78.234375,1.01,1,0,3,-1
10011,0,1,SA,19,2,P,1.14,500,13,1,0,15,1,26,61,0.058550787,77.546875,1.03,1,0,3,-1
5394,1,0,SA,19,1,P,1.09,500,13,1,4.9,13,1,9,67.64,0.003718357,77.421875,1,1,0,3,-1
-13855,1,0,SO,19,1,P,1.083137255,499.5,13,1,14,10,0,22,128.79,0.346983053,78.078125,1,1,0,3,0
-51,1,0,SO,20,0,P,1.168137255,496.3333333,13,1,34,12,3,53,206.97,0,76.234375,1,0,0,3,0
-13278,1,0,SA,21,1,P,1.155,495,13,1,30,4,3,4,360.8616667,1.04286908,46.921875,1.14,1,0,3,2
-10006,1,1,SA,19,1,P,1.08,480.75,13,1,0,23,1,30,104.19,0,68.4375,1.02,1,0,3,-1
-2721,1,1,SA,19,1,P,1.09,479.1666667,13,1,6.524285714,6,2,6,87.24,0,67.078125,1.02,1,0,3,-1
-11623,1,0,SD,19,0,P,1.203333333,477,13,2,30,27,1,2,233.44,0.35264222,43.1953125,1,2,0,3,-1
-2468,1,0,SD,20,0,P,1.125,476.25,13,1,33,4,2,8,246.4851667,0.039534111,68.21875,1.03,1,0,3,-1
8871,1,0,SO,19,1,P,1.09,473.9727273,13,1,4.29,18,1,31,53.4,0.029815809,71.78125,1.01,1,0,3,-1
7129,0,1,SO,28,1,R,1.26,469,13,1,44.60333333,6.94,1,15.445,519.49,0,77.46875,1,1,44,3,-1
345,1,1,SA,21,0.91,P,1.12,458,13,1.18,1,3,1.44,13,239.96,0.094981908,34.2265625,1,0,16,5,-1
-169,1,0,SO,20,0,P,1.246470588,455.5,13,2,0,12,2,24,131.52,0.134957249,68.65625,1,1,0,3,-1
-14061,0,0,SF,20,1,R,1.13,447,13,1,71,7.47,1.3,4,371.0966667,0.262282753,63.5390625,1,0,89.8675,5,0
777,1,21,SO,18,0.54,P,1.09,443.5,13,1,6.153333333,18,0,7,68.96,0.026734488,78.046875,1.01,0,0,3,-1
14614,0,0,SL,19,2,P,1.13,442.5833333,13,1.16,37.52,6,2,20,266.62,0,71.96875,1,0,141.79,5,0
11720,1,0,SC,19,1,R,1.12,442.0833333,13,1.23,21,19,2,25,112.99,0.031631364,81.1875,1,0,23.62,5,-1
2962,1,0,SG,18,0,P,1.155,436,13,1,34.8625,1,0,38,253.57,0.22118422,68.125,1.04,1,0,3,-1
-3052,1,0,SO,19,0,P,1.188333333,434,13,2,0,10.875,1,17.02,181.84,0.510834543,49.7265625,1,1,0,3,-1
-11431,1,0,SF,19,2,P,1.23,430.5,13,1.26,0,5,0,3,193.1,0.151589098,30.95703125,1.08,0,77.27,5,-1
-6815,1,0,SB,17,1,P,1.295,426.5,13,1.23,119,1,0.49,9,339.49,0.336074526,55.8671875,1,0,45.91,5,1
-8448,1,0,SB,20,2,P,1.213137255,413.5,13,1,29,9,2,77,168.08,0.019483565,81.4375,1,1,0,3,0
-5283,0,2,SO,20,1,P,1.2,407.15,13,1,0,0,0,3,395.72,0.32119647,59.921875,1.29,1,0,3,4
6152,0,1,SD,23,1,P,1.28,400,13,2,163.01,12.54,5,23.82,92,0,19.4609375,1.07,1,0,3,-1
7777,0,1,SH,18,1,P,1.13,397.5833333,13,1,39.48,13.03,0.205,24.55375,237.886,0.174483701,72.671875,1.03,1,0,3,-1
1622,0,0,SA,21,1,P,1.14,395.4,13,1,88.74,11,2,40,301.135,0.461777421,49.5859375,1.05,1,0,3,-1
7037,1,1,SB,19,1,P,1.13,376.25,13,2,22.4325,2,0,2,257.86,0.271884596,62.125,1,1,0,3,0
-11359,0,0,SA,20,2,P,1.17,350.5,13,1,50,2,2,7,235.1,0,64.25,1.02,1,0,3,-1
-11709,1,0,SA,20,1,R,1.8,350,13,5,75.45,20,0,38,1,0,99,1,3,0,3,1
8637,1,700,SO,19,2,P,1.36,350,13,2,20.5,14,2,64,311,0.10914586,72.171875,1,2,0,3,-1
8879,1,0,SO,19,2,P,1.16,350,13,2,15.68,13.4,1.9,4,0,0.017157295,64.28125,1,1,219,3,0
1467,0,0,SA,19,0,P,1.15,350,13,1.17,0,7,0,10,371,0,70.859375,1.03,0,29.85,5,-1
6422,1,1,SO,19,0.77,P,1.053137255,350,13,1,1.9,15,1,22,92.97222222,0.087734318,42.59375,1,1,0,3,1
5906,0,1,SB,19,1,P,1.19,349.1666667,13,1,144,8,0,46,215.5925,0,76.46875,1.17,1,0,3,-1
10919,0,0,SB,20,2,P,1.21,345,13,1.141111111,56,9.69,1.51,26.07,207.39,0.161901385,79.78125,1.04,0,45.27,5,-1
-5276,1,0,SO,18,0,P,1.183333333,341.5,13,2,31.75625,17,0,11,214.66,0.744254626,48.96875,1,2,0,3,-1
-14057,1,1,SB,18,0,P,1.05,341,13,1,0,9,0,5,123.63,0.323244611,47.9921875,1,1,0,3,0
-1305,0,0,SO,19,0,P,1.41,330,13,2,430,4,1,5,349.6,0.092495044,80.203125,1,1,0,3,-1
4248,0,0,SC,18,0,P,1.06,327.675,13,1,56.245,3,0.45,2,216.61,0.024903698,68.625,1.05,1,0,3,3
-4945,0,0,SO,19,1,P,1.16,310,13,1.13,40,3,1.14,1,207.7166667,0.03926324,52.5546875,2,0,34.47,5,1
-8497,0,1,SO,21,2,P,1.43,300,13,1.47,230,0,1,3,338.41,0.256347467,43.0546875,1.33,0,275.54,5,3
-4437,0,1,SB,19,1,P,1.25,300,13,2,49,7,2,39,219.29,0,27.1796875,1,2,0,3,-1
7934,0,0,SH,20,1,P,1.21,300,13,1.1,38.49,2,1.09,12,340,0,73.140625,1.03,0,22.45,5,-1
-3823,0,0,SE,19,0,P,1.12,297.5,13,1,45.02066667,5.2,0.457090909,11.13,264.14,0.161165803,56.03125,1.05,1,0,3,-1
-5622,1,1,SF,19,1,P,1.115,291.7916667,13,1,34,20,2,18,62.25,0.115087831,54.375,1.01,1,0,3,-1
2813,1,1,SO,18,0,P,1.2,285.875,13,1,25.43333333,21,0,47,61.68,0,94.65625,1.01,1,0,3,-1
-923,1,0,SA,19,0,P,1.12,284.5416667,13,2,24.8,16,0,7,99.03714286,0,36.265625,1,1,0,3,-1
4479,1,1,SF,19,1,P,1.17,273.8333333,13,1,24.77,0,0,10.157,173.816,0.17343343,59.8515625,1.04,1,0,3,-1
8475,0,0,SO,19,1,R,1.18,266,13,1.06,58.07,16,0.58,19,216.9166667,0.098429753,38.1953125,1,0,58.08,5,0
-12242,0,0,SC,26,1,P,1.32,250,13,3,93,26,7,59,499,0.041960946,88.203125,1,2,1994,3,-1
-879,0,1,SD,29,0,R,1.18,250,13,3,1,5.77,2.43,2,249,0,45.9765625,1,1,0,3,-1
-10880,1,1,SL,24,1,P,1.15,250,13,1,15.47,11.73,2.96,6,0,0.095536106,62.796875,1.04,1,0,3,-1
-3527,1,0,SC,19,0,P,1.14,250,13,1,23.365,22,2,13,0,0,88.625,1,1,0,3,0
2321,1,0,SH,19,0,P,1.13,250,13,1,27.86,8,0,2,140.6083333,0.12123423,46.9453125,1.03,1,0,3,-1
934,1,400,SC,19,2,P,1.12,250,13,1,21.93,12,1,58,85.245,0,86.15625,1,0,0,3,0
-6283,1,1,SB,19,1,P,1.09,249.5,13,1,21.36,11,0,11,70.69,0.055946539,55.6953125,1,1,0,3,0
14656,0,0,SO,19,1,P,1.14,249,13,1,95.13,11,0.64,26,204.0666667,0.092601087,49.8828125,2,1,0,3,0
80,1,0,SA,19,1,P,1.095,238.5,13,1,40,3,2,12,107.33,0.02842301,58.296875,1.03,0,0,3,-1
2501,1,0,SO,19,0,P,1.15,231,13,1,33.76666667,0,0,5,110.7566667,0.27029468,27.7421875,1.04,1,0,3,-1
-10903,1,0,SO,19,2,P,1.12,219.5,13,1,26.64,2,0.975,18,62.55,0.300621735,81.21875,1.01,1,0,3,-1
12896,1,120,SA,19,0.54,P,1.04,218.75,13,1.1,31.78,2,0,9.5,98.67166667,0.091878329,27.16796875,1,0,10.265,5,1
1888,1,0,SC,18,0,P,1.15,215.0416667,13,1,22.36083333,24,0,7,78.10333333,0,23.41796875,1,1,0,3,0
6098,0,0,SO,20,1,P,1.14,212.5,13,1,56.27,1,1,18,227.0016667,0.140072255,39.9921875,1,0,39.355,5,1
-10754,0,1,SO,19,1,P,1.15,202,13,1.02,59.85,6,0.503333333,20,148.1666667,0.063468559,49.90625,1.05,0,1.19,5,-1
-2531,1,0,SF,19,0,P,1.18,200,13,1,1,11,1,15,129.77,0,69.296875,1,1,217,3,-1
-4459,0,820,SM,29,1,R,1.15,200,13,1,60,9.7475,1.34,17.81,310,0.295787455,60.8828125,1.19,0,167.36,5,3
5113,1,0,SB,19,1,P,1.13,200,13,1.22,0,16,2,8,32,0.17352161,52.375,1.01,0,12.78,5,-1
-3641,1,0,SD,18,0,P,1.145,195,13,1,35.905,10.06,1,17.135,160.3466667,0.083940973,51.921875,1,0,5.14,5,-1
1387,0,0,SA,19,0,P,1.13,182,13,1,72.335,2,0,17,164.132,0.200421108,44.2265625,1.02,1,0,3,-1
7356,0,0,SO,18,1,P,1.176666667,179,13,2,49.18,3,0.33877193,15,199,0,37.0390625,1,2,0,3,-1
4780,1,0,SB,18,1,P,1.07,173.75,13,1,26.0775,8,0,19,64.32,0.125234833,62.6171875,1,1,0,3,0
5484,0,0,SO,19,1,P,1.17,155.6666667,13,1,64.835,4.367222222,0.5,2,226.7666667,0.173544067,68.15625,1.03,1,0,3,-1
-4589,0,0,SM,24,1,P,1.73,150,13,2,1305,6,7,1,736.84,0.209116048,54.5390625,2,1,0,3,0
13488,0,1,SC,23,3,P,1.34,150,13,2,0,20,6,13,278.87,0.273187227,69.859375,1,2,170,3,-1
-2403,1,0,SO,19,0,P,1.163137255,150,13,1,21.82666667,15,0,40,1,0.030893161,79.078125,1,1,0,3,-1
-10511,1,0,SO,24,2,P,1.16,150,13,1,1,17,7,11,446.96,0.409523732,65.8125,1.04,1,0,3,-1
-14304,1,0,SO,21,2,R,1.155,150,13,1.2,30,5,4,9,387.5525,0.108193059,40.35650391,1.05,0,40.89,5,-1
-8138,1,0,SO,19,1,P,1.11,142.5,13,1,27.25944444,7,0,15,67.71,0.172605157,59.0234375,1,1,0,3,-1
3597,1,0,SO,18,0,P,1.13,139.25,13,1,24.75,11,0,11,36.86,0,67.8125,1,1,0,3,-1
-3684,0,1,SB,19,1,P,1.27,100,13,2,0,8,3,15,354.94,1.219187725,27.5390625,1,2,140,3,1
308,1,0,SM,23,5,R,1.25,100,13,2,0,11.02,3,15.785,273.78,0,35.234375,1,2,684,3,-1
8700,1,1,SO,20,1,P,1.24,100,13,1,36,1,1.77,2,139.1416667,0.042230719,23.2265625,1,1,24,3,-1
6145,1,100,SB,19,1,P,1.235,100,13,2,0,15.375,2,20.55,154.44,0.212529144,54.09375,1,2,0,3,-1
5687,1,0,SB,19,1,P,1.195,100,13,2,16.18,16,1,20,44.41,0,79.4375,1,1,0,3,-1
6002,0,0,SE,19,1,P,1.19,100,13,1,54.79,2,0,37,228.26,0.303175537,61.203125,1,1,196,3,0
-552,0,0,SA,20,1,P,1.18,100,13,2,98.73,6.267222222,1.8,3,204.845,0.139212238,73.625,1,1,0,3,-1
-1554,1,0,SE,21,0,P,1.105,100,13,1,35,8,3,20,256.32,0.071050556,60.9453125,1,1,0,3,-1
1525,1,1,SO,19,1,P,1.1,100,13,1,17.8,14.3175,2,15.4,43.57,0.072302521,68.640625,1.01,1,0,3,-1
-11836,0,1,SE,26,3,P,1.16,50,13,3,79.7725,15.39,4.38,22.155,420.0633333,0.43583277,64.53125,1,2,14,3,-1
3021,1,0,SF,18,0,P,1.15,772.5,13.005,1.475833333,11.33333333,4,0,54,226.382,0,70.671875,1,0,19.97,5,0
