"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","app_id","id","GOOD"
"5665","2005","09","24","Saturday",1,"SM",20,0.98,"R",1.08,1046.5,908.07,21.38,1.24,9.35,0.221115105,52.15,6.56,1.36,58.8046875,1.04,2.73,"5",20.2599999999996,0,0.466666666666667,-8389,"dm.minus","2"
"5666","2005","09","24","Saturday",0,"SB",18,1,"P",1.2,684,378.26,22.18,1.24,90,0,50.15,20,0,50.0625,1.06,2.25,"5",83.0699999999997,0,0.3,8427,"dm.plus","0"
"5667","2005","09","24","Saturday",0,"SB",18,1,"P",1.01,318.5,313.06,42,1,17,0.084451999,42.98,13,0,66.8125,1.02,2.46,"3",0,1,0.233333333333333,-8402,"dm.minus","2"
"5668","2005","09","24","Saturday",0,"SO",20,1,"P",1.39,1350,519.93,7,1,38,0.154802674,80,11,0,55.171875,1,0,"3",1411,1,0.0666666666666667,8459,"dm.plus","0"
"5669","2005","09","24","Saturday",0,"SC",19,1,"P",1,581.25,299.33,1,1,28,0,0,7,0,26.3984375,1,1,"3",0,1,0.0666666666666667,8417,"dm.plus","0"
"5670","2005","09","24","Saturday",0,"SE",19,0,"P",1.07,692,284.61,7,1.33,28,0,0,20,1,93.8125,1.07,2.83,"5",79.3799999999997,0,0.233333333333333,8500,"dm.plus","0"
"5671","2005","09","24","Saturday",0,"SL",19,0,"P",1.12,527,400.91,18.8,1.29,23,0.525271902,45.47,8,0,57.4921875,1.07,1.95,"5",24.6499999999996,0,0.3,8394,"dm.plus","0"
"5672","2005","09","24","Saturday",0,"SA",20,1,"P",1.12,4400,1298.4,8,1.71,22,0.63018579,38.95,23,2,41.890625,1.04,3,"5",391.26,0,0.2,8442,"dm.plus","0"
"5673","2005","09","24","Saturday",0,"SA",22,1,"P",1.07,862,468.04,27,1,17,0,34.714,7,2.69,59.203125,1.02,3,"3",0,1,0.2,8408,"dm.plus","0"
"5674","2005","09","24","Saturday",0,"SO",19,1,"R",1.15,468,386.88,17.59,1.1,19,0.098429753,48.28,16,0.68,38.1953125,1,0,"5",125.83,0,0.266666666666667,8475,"dm.plus","0"
"5675","2005","09","24","Saturday",0,"SN",20,1,"P",1.14,508,369.05,22,1.16,14,0.23310776,60,11,1.26,41.2265625,1,1,"5",83.57,0,0.2,8460,"dm.plus","0"
"5676","2005","09","24","Saturday",1,"SH",21,4,"P",1,1887,603.06,6,1,33,0,0,18,3,80.359375,1,2,"3",2040,1,0.0666666666666667,8419,"dm.plus","1"
"5677","2005","09","24","Saturday",0,"SG",18,1,"P",1.23,741,450.54,23,1,12,0.114727468,48.07,6,0,43.8203125,1,0,"3",0,1,0.133333333333333,8432,"dm.plus","0"
"5678","2005","09","24","Saturday",0,"SK",19,1,"P",2,629,372.41,1,1,10,0.119093907,30,15,0,49.671875,1.32,2.06,"3",0,1,0.133333333333333,8482,"dm.plus","0"
"5679","2005","09","24","Saturday",0,"SH",18,1,"P",1.65,900,383.01,17.62,1.58,55,0.149031885,229.39,20,0,80.609375,1,0,"5",262.47,0,0.3,-8355,"dm.minus","2"
"5680","2005","09","24","Saturday",0,"SF",19,1,"P",1.1,571.5,466.67,23.05,1.21,9,0.240993844,41.43,25,0,52.1640625,1.02,2.7,"5",46.0699999999996,0,0.3,8477,"dm.plus","0"
"5681","2005","09","24","Saturday",0,"SC",19,1,"P",1.4,653,359.74,14,1,8,0.088564754,249,19,0,63.34375,1,0,"3",0,1,0.1,8422,"dm.plus","0"
"5682","2005","09","24","Saturday",1520,"SD",39,1,"R",1.35,9350,7781,11,2,5,0.087926121,0,0,0,59.78125,1.18,2.29,"3",0,1,0.133333333333333,-8375,"dm.minus","2"
"5683","2005","09","24","Saturday",0,"SO",21,2,"P",1.02,432.5,376.9,49,1,4,0.013598957,41.71,7,0,42.6875,1.03,2.63,"3",0,1,0.2,8434,"dm.plus","0"
"5684","2005","09","24","Saturday",0,"SO",22,1,"P",1.12,1170,903.51,24.46,1.27,3,0,39.774,0,1.89,82.15625,1.05,2.68,"5",128.28,0,0.333333333333333,8359,"dm.plus","0"
"5685","2005","09","24","Saturday",0,"SM",21,1,"P",1.15,950,1023,7,1,1,0.098517769,0,9.6,2.7,43.7734375,1.05,3,"3",0,1,0.133333333333333,8471,"dm.plus","0"
"5686","2005","09","24","Saturday",1,"SF",19,1,"P",1.06,902,722.29,22.48,1.23,13.37,0.112064997,45.64,13.11,1.26,49.421875,1.03,2.69,"5",46.5799999999996,0,0.4,8426,"dm.plus","0"
"5687","2005","09","24","Saturday",820,"SD",25,1,"H",1.2,3550,1983,8,1,17.7,0.318993926,24,12.28,4,25.69921875,1,2,"3",2761,1,0.1,8411,"dm.plus","0"
"5688","2005","09","24","Saturday",0,"SO",18,1,"P",1,371.5,165.44,1,1,14.86,0.255729467,0,12.3233333333333,0,46.71875,1,0,"3",0,1,0.133333333333333,8450,"dm.plus","0"
"5689","2005","09","24","Saturday",0,"SB",42,2,"R",1,2601,1473.15,4,1.65,10.22,0.271034366,40,7.33,4.21,28.73828125,1.13,2.45,"5",208.23,0,0.3,8416,"dm.plus","0"
"5690","2005","09","24","Saturday",0,"SB",18,0.91,"P",1.11,877.5,751.77,18.16,1.17,10.02,0,53.43,11.3,0.68,54.96140625,1.09,2.73,"4",63.4799999999996,0,0.466666666666667,8479,"dm.plus","0"
"5691","2005","09","24","Saturday",0,"SO",18,1.01,"R",1.08,1080,823.07,20.86,1.12,9.3,0,43.04,8.7,0.61,50.14140625,1.06,2.49,"4",68.2399999999996,0,0.466666666666667,8409,"dm.plus","0"
"5692","2005","09","24","Saturday",1,"SK",33,1.35,"R",1.07,2430.5,1362.44,21.15,1.32,6.89,0,30.61,7.61,3.61,44.70728515625,1.03,2.5,"5",192.94,0,0.466666666666667,8396,"dm.plus","0"
"5693","2005","09","24","Saturday",0,"SB",23,1,"P",1.13,901.5,851.39,18.81,1.32,9.17,0.090547157,57.77,9.67,2.04,42.53125,1.03,2.66,"5",26.7299999999996,0,0.4,8360,"dm.plus","0"
"5694","2005","09","27","Tuesday",700,"SO",19,2,"P",1.19,350,311,13,2,64,0.10914586,24.51,14,2,72.171875,1,0.66,"3",0,2,0.1,8637,"dm.plus","1"
"5695","2005","09","27","Tuesday",0,"SO",19,1,"P",1.73,50,295.75,8,2,50,0.671865528,201.42,7,1,88.109375,1,0,"3",0,2,0.1,8524,"dm.plus","1"
"5696","2005","09","27","Tuesday",0,"SH",19,1,"P",1.31,750,0,13,2,45,0,25.1,15,0,81.90625,2,0,"3",0,2,0.1,-8567,"dm.minus","2"
"5697","2005","09","27","Tuesday",1,"SB",22,1,"P",1.19,400,187,16,1,44,0,106,12,4,64.09375,1.17,1.44,"3",0,1,0.133333333333333,-8686,"dm.minus","2"
"5698","2005","09","27","Tuesday",1,"SH",19,0,"P",1,50,261.03,6,2,36,0,29.25,2,2,70.46875,2,1,"3",0,2,0.0666666666666667,8575,"dm.plus","1"
"5699","2005","09","27","Tuesday",0,"SB",19,0,"P",1.34,1339,611.23,23.8,1.53,34,0,29.61,5,2,98.15625,1,1,"5",111.4,0,0.233333333333333,8695,"dm.plus","1"
"5700","2005","09","27","Tuesday",0,"SF",20,1,"P",1.3,2400,1426,7,2,29,0,0,11,3,50.9296875,2,0,"3",0,2,0.0333333333333333,8518,"dm.plus","1"
"5701","2005","09","27","Tuesday",0,"SO",18,0,"P",1.68,1281.5,972.26,28,1,29,0,89.55,18,0,96.03125,2,0,"3",0,1,0.166666666666667,-8521,"dm.minus","2"
"5702","2005","09","27","Tuesday",0,"SE",20,2,"P",1.12,552,201.26,20,1,28,0,15,9,2,84.6875,1,0,"3",0,1,0.133333333333333,-8561,"dm.minus","2"
"5703","2005","09","27","Tuesday",0,"SO",17,1,"P",1.18,252,219.76,18.06,1.03,27,0,38.19,5,0,81.875,1,0,"5",7.25999999999988,0,0.266666666666667,-8508,"dm.minus","2"
"5704","2005","09","27","Tuesday",0,"SC",19,1,"P",2,572.5,214.14,3,1,25,0,1,24,0,74.46875,2,0,"3",0,1,0.1,-8549,"dm.minus","2"
"5705","2005","09","27","Tuesday",1,"SK",18,1,"P",1.05,1071.5,530.06,31.84,1.18,24,0,26.93,9,0.449999999999999,86.71875,1.04,1.48,"5",17.0199999999996,0,0.333333333333333,8626,"dm.plus","1"
"5706","2005","09","27","Tuesday",1,"SO",19,1,"P",1.23,1030,727.01,36.31,1.2,22,0.366602632,28.22,22,0,96.21875,1.04,1.29,"5",46.9399999999997,0,0.3,8605,"dm.plus","1"
"5707","2005","09","27","Tuesday",0,"SO",19,1,"R",1.26,461,252.58,11,2,18,0.081323126,39,25,0,47.65625,1,0,"3",0,2,0.133333333333333,-8528,"dm.minus","2"
"5708","2005","09","27","Tuesday",1,"SC",19,1,"P",1.18,485,313.14,15,3,16,0.069225473,26.54,9,1,51.8984375,2,0,"3",0,1,0.166666666666667,8669,"dm.plus","1"
"5709","2005","09","27","Tuesday",1,"SM",19,0,"R",1.02,400.5,250.57,11,1,16,0.121263317,31.15,4,1,37.1796875,1.05,2.25,"3",0,1,0.2,8589,"dm.plus","1"
"5710","2005","09","27","Tuesday",1,"SO",19,1,"P",1,341.5,196.13,9,1.14,13,0.195703052,35.37,20,2,43.515625,1.06,3,"5",4.84999999999942,0,0.266666666666667,-8652,"dm.minus","2"
"5711","2005","09","27","Tuesday",0,"SM",18,1,"P",1.1,908.5,514.79,24.23,1.12,13,0.004481925,32.65,12,0.139999999999999,77.65625,1.04,1.71,"5",22.5499999999996,0,0.366666666666667,-8636,"dm.minus","2"
"5712","2005","09","27","Tuesday",0,"SC",18,1,"P",1.07,239,261.35,30,1,14,0,31.06,11,0,58.15625,1,0,"3",0,1,0.133333333333333,8566,"dm.plus","1"
"5713","2005","09","27","Tuesday",1,"SM",19,2,"P",1.1,456.5,200.42,16.95,1.09,12,0.033748306,23.21,4,1.32,46.921875,1,0,"5",42.6899999999999,0,0.266666666666667,8544,"dm.plus","1"
"5714","2005","09","27","Tuesday",0,"SA",18,0,"P",1.06,313,228.63,15.24,1.21,12,0.142436465,38.32,10,0,25.16015625,1.06,3,"5",4.48999999999952,0,0.3,-8706,"dm.minus","2"
"5715","2005","09","27","Tuesday",0,"SA",19,1,"P",1.13,300,307.045,16,1,11,0.207380347,40.94,27,2,62.6796875,2,0,"3",0,1,0.133333333333333,-8693,"dm.minus","2"
"5716","2005","09","27","Tuesday",0,"SA",18,0,"P",1.05,237,185.68,17.92,1.06,11,0.039192676,32.57,22,0,76.296875,1,0,"5",9.34999999999986,0,0.233333333333333,8512,"dm.plus","1"
"5717","2005","09","27","Tuesday",0,"SC",18,1,"P",1.02,269,197.68,17.67,1.02,11,0.116092539,39.1,12,0,75.78125,1,1,"5",15.3299999999999,0,0.233333333333333,8610,"dm.plus","1"
"5718","2005","09","27","Tuesday",160,"SO",16,0.84,"P",1.21,439.5,365.76,27.15,1.11,11,0.135044343,28.26,22,0,55.1796875,1,0,"5",37.1299999999999,0,0.3,-8536,"dm.minus","2"
"5719","2005","09","27","Tuesday",1,"SH",18,0.87,"P",1.33,1027,803.92,26.07,1.24,10,0.940471722,63.32,2,0.51,38.2890625,1.03,1.21,"5",113.57,0,0.366666666666667,8631,"dm.plus","1"
"5720","2005","09","27","Tuesday",1,"SO",19,1,"P",1.02,296.5,69,8,1.11,9,0,29,25,1,71.34375,1.03,2.38,"5",8.3399999999994,0,0.233333333333333,8649,"dm.plus","1"
"5721","2005","09","27","Tuesday",0,"SN",22,1,"P",1.13,775.5,522.27,23.33,1.3,7,0.404016533,32.15,9.03,1.86,51.0703125,1,0,"5",116.68,0,0.3,8513,"dm.plus","1"
"5722","2005","09","27","Tuesday",0,"SL",18,0,"P",1.49,629.5,669.35,19.6633333333333,1.43,9,0.234077148,73.92,0,0.299999999999999,84.40625,1,0,"5",72.564,0,0.266666666666667,8565,"dm.plus","1"
"5723","2005","09","27","Tuesday",0,"SO",18,0.86,"P",1.12,671,524.03,30.63,1.14,8,0.035814412,31.44,16,1,27.8515625,1.05,1.57,"5",8.02999999999955,0,0.333333333333333,8651,"dm.plus","1"
"5724","2005","09","27","Tuesday",0,"SF",21,1,"P",1.15,801,422.87,24,1,8,0.135052412,38.5066666666667,3,4,39.875,1,0,"3",0,1,0.133333333333333,8534,"dm.plus","1"
"5725","2005","09","27","Tuesday",0,"SC",19,0,"P",1.13,282,274.32,18.36,1.14,6,0.726564528,31.12,6,1,54.640625,1,0,"5",7.40999999999986,0,0.233333333333333,8558,"dm.plus","1"
"5726","2005","09","27","Tuesday",1,"SL",22,0,"P",2,1300,930,4,3,6,0.33861074,25,1,0,61.5859375,3,1,"3",0,2,0.0333333333333333,-8564,"dm.minus","2"
"5727","2005","09","27","Tuesday",0,"SC",18,1,"P",1.09,309,387.05,56,1,6,0,31.88,1,0,66.296875,1,0,"3",0,1,0.133333333333333,8541,"dm.plus","1"
"5728","2005","09","27","Tuesday",0,"SB",21,1,"P",1.51,500,32,18,3,5,0.113267014,158.16,5,2.84,88.28125,1,0,"3",669,2,0.133333333333333,-8704,"dm.minus","2"
"5729","2005","09","27","Tuesday",0,"SL",22,1,"P",1,1086,424.23,4,2,5,0.150129128,0,5,4,45.125,1,1.04,"3",32,2,0.1,8697,"dm.plus","1"
"5730","2005","09","27","Tuesday",1,"SF",22,5,"P",1.06,1025,507.65,70,2,4,0.132025247,44.35,5,4,30.0390625,1.03,1.7,"3",0,1,0.2,8593,"dm.plus","1"
"5731","2005","09","27","Tuesday",1,"SC",18,1,"P",1,2009,997.86,2,1.63,5,0.057579289,45,4,8,79.1875,2,0,"5",134.07,0,0.166666666666667,-8588,"dm.minus","2"
"5732","2005","09","27","Tuesday",1,"SC",18,1,"P",1,1467,889.51,3,1.4,4,0.07472135,45,3,7,76.625,2,0,"5",131.45,0,0.166666666666667,-8539,"dm.minus","2"
"5733","2005","09","27","Tuesday",0,"SE",23,0,"P",1.2,835.5,506.54,50,1.38,4,0.044816209,38.95,25,3.41,50.40625,1,0,"5",198.01,0,0.266666666666667,-8568,"dm.minus","2"
"5734","2005","09","27","Tuesday",0,"SC",19,2,"P",1.15,300,204.5,18,1,2,0,39.2,11,1,85.171875,1,0,"3",0,1,0.133333333333333,-8551,"dm.minus","2"
"5735","2005","09","27","Tuesday",0,"SA",18,1,"P",1.06,279.5,217.44,18,1.03,4,0,33.5,19,1,27.6640625,1,0,"5",18.2799999999999,0,0.2,8555,"dm.plus","1"
"5736","2005","09","27","Tuesday",0,"SO",19,1,"P",1.09,637.5,595.91,21.43,1.23,3,0.091115979,47.52,8.77,0.86,40.2734375,1,0,"5",95.73,0,0.333333333333333,-8548,"dm.minus","2"
"5737","2005","09","27","Tuesday",1,"SO",24,1.1,"P",1.29,3126.5,2107.73,32.18,1.95,3,0.09631642,128.14,7.2,6.37,97.703125,1.23,1.42,"5",138.13,0,0.433333333333333,-8685,"dm.minus","2"
"5738","2005","09","27","Tuesday",0,"SA",18,1,"P",1.04,216.5,302.06,24,1,2,0.186237495,34.02,4,0,57.4921875,1.06,1.68,"3",0,1,0.2,8630,"dm.plus","1"
"5739","2005","09","27","Tuesday",0,"SO",17,1,"P",1.19,797.5,661.36,28.37,1.18,2,0.202766431,35.76,2,0.259999999999999,47.1015625,1.05,1.49,"5",17.1699999999996,0,0.366666666666667,-8663,"dm.minus","2"
"5740","2005","09","27","Tuesday",1,"FT",23,1,"R",1.19,1334,867.46,25.82,1.31,12.98,0,47.8,5.43,1.5,31.390625,1,0,"5",109.33,0,0.366666666666667,8511,"dm.plus","1"
"5741","2005","09","27","Tuesday",260,"SO",54,1,"H",1.41,6279.5,2681.81,11,2,10.08,0.16056376,80.12,5.84,0,27.171875,1,1.11,"3",0,2,0.266666666666667,-8590,"dm.minus","2"
"5742","2005","09","27","Tuesday",1,"SH",31,0,"H",1.27,100,1014.67,14,1,13.41,0.19559179,60.8,9.83,5,64.625,1,0,"3",0,1,0.2,-8520,"dm.minus","2"
"5743","2005","09","27","Tuesday",1,"SB",27,4,"P",1.3,5500,4371,13,1,29.65,0.061271553,0,19,5.37,63.234375,1,0,"5",1133.27,0,0.166666666666667,-8554,"dm.minus","2"
"5744","2005","09","27","Tuesday",1,"SH",17,0,"P",1.38,998.5,616.42,23.99,1.31,10.65,0.358270451,70.06,8.25,0.5,45.2578125,1,0,"5",39.66,0,0.333333333333333,8509,"dm.plus","1"
"5745","2005","09","27","Tuesday",0,"SM",31,1,"H",1.42,3150,2635,11,4,16.95,0.151821024,75,9.69,0,63.40625,1,0,"1",0,4,0.133333333333333,-8559,"dm.minus","2"
"5746","2005","09","27","Tuesday",1040,"SN",30,2,"R",1.33,2250,2354,12,2,15.97,0,63,9.8775,1,78.25,1,1,"3",408,2,0.133333333333333,-8659,"dm.minus","2"
"5747","2005","09","27","Tuesday",0,"SL",21,4,"R",1.27,854.25,412.84,13,2,14.94,0.34733968,25.07,8.49,1.47,46.71875,1,0.66,"3",64,1,0.266666666666667,8658,"dm.plus","1"
"5748","2005","09","27","Tuesday",1140,"SO",38,1,"R",2,750,1,4,2,21.91,0.095125364,1,11.14,0,21.578125,3,0,"3",0,1,0.1,-8606,"dm.minus","2"
"5749","2005","09","27","Tuesday",1660,"SO",31,3,"R",1,1605,1026.64,2,2,11.66,0.264149636,80,6.32,0,60.421875,2,0,"3",98,2,0.166666666666667,-8531,"dm.minus","2"
"5750","2005","09","27","Tuesday",0,"SO",19,1,"P",1.03,360,265.64,65,1,19.9511111111111,0.240102053,23.4,13.23,1.2,71,1,0,"3",0,1,0.233333333333333,8634,"dm.plus","1"
"5751","2005","09","27","Tuesday",620,"SL",37,1,"R",1.29,1269.5,772.92,46,1,12.4,0.094595757,46.82,7.94,2.6,67.65625,1,0,"3",0,1,0.266666666666667,-8503,"dm.minus","2"
"5752","2005","09","27","Tuesday",80,"SC",19,0,"P",1.03,524,314.96,8,1,13.0875,0.158295156,0,0,1,52.609375,1.11,3,"5",24.2099999999995,0,0.233333333333333,-8645,"dm.minus","2"
"5753","2005","09","27","Tuesday",0,"SO",19,1,"P",1,178,115.545,4,1,14.98,0.488448812,46,9.545,0,54.1328125,1,0,"3",0,1,0.133333333333333,8533,"dm.plus","1"
"5754","2005","09","27","Tuesday",0,"SA",18,1,"P",1.07,463,312.83,12,1.12,2,0.103447624,0,0,0,86.515625,1.09,2.07,"5",23.2799999999996,0,0.266666666666667,-8621,"dm.minus","2"
"5755","2005","09","27","Tuesday",0,"SB",19,0.96,"R",1,251,155.65,4,1,15.72,0.303565153,35,9.63,0.94,55.6015625,1.07,1.86,"3",0,1,0.266666666666667,8635,"dm.plus","1"
"5756","2005","09","27","Tuesday",1,"SL",39,1,"R",2,1501.5,688.45,3,1,10.51,0.164998421,66.38,6.22,2.11,47.1171875,2,1,"3",0,1,0.2,8666,"dm.plus","1"
"5757","2005","09","27","Tuesday",0,"SM",26,1.46,"H",1,500,1,3,1.63,19.8,0,41,11.08,2.24,30.90625,1.09,2.41,"5",79.6599999999997,0,0.266666666666667,8615,"dm.plus","1"
"5758","2005","09","27","Tuesday",0,"SC",19,2,"R",1.16,962,737.02,17.73,1.38,16.02,0.246114479,34.42,8.48,1.27,66.875,1,0,"5",143.44,0,0.366666666666667,-8571,"dm.minus","2"
"5759","2005","09","27","Tuesday",1,"SO",20,1,"P",1.13,100,252.05,13,1,2,0.042230719,36,1,1.61,23.2265625,1,0.76,"3",24,1,0.133333333333333,8700,"dm.plus","1"
"5760","2005","09","27","Tuesday",0,"SL",18,1,"R",1.34,1006,695.23,21.98,1.39,11,0.188465493,76.06,4.71,1.31,37.75453125,1,0,"5",125.4,0,0.4,-8547,"dm.minus","2"
"5761","2005","09","27","Tuesday",2,"SO",43,1,"R",1.33,1464.5,1046.57,26.12,1.68,6,0.149740008,63.09,5.17,4.33,49.234375,1,0,"5",156.4,0,0.366666666666667,-8529,"dm.minus","2"
"5762","2005","09","27","Tuesday",0,"FT",19,1.21,"R",1.46,1507,990.53,23.56,1.49,11.54,0.212079319,71.44,0,2.465,34.078125,1,0,"5",255.91,0,0.333333333333333,8526,"dm.plus","1"
"5763","2005","09","27","Tuesday",1,"SF",21,1.45,"R",1.05,1186.5,743.22,25.44,1.32,12.37,0,32.61,7.67,1.73,33.9453125,1.03,2.21,"5",73.4699999999997,0,0.433333333333333,8696,"dm.plus","1"
"5764","2005","09","27","Tuesday",0,"SE",19,1,"P",1.16,100,249.34,8,1,5,0.183438671,44.72,5,0,67.265625,1,0,"3",118,1,0.133333333333333,-8560,"dm.minus","2"
"5765","2005","09","27","Tuesday",1,"SB",26,1.13,"R",1.07,1274,928.785,21.65,1.17,10.71,0,32.25,7.79,1.46,47.4680078125,1.08,1.73,"4",21.9399999999996,0,0.466666666666667,8688,"dm.plus","1"
"5766","2005","09","27","Tuesday",0,"FT",22,1.07,"R",1.16,1187.5,933.87,30.35,1.31,14.6,0.174636936,61.24,8.55,1.62,76.875,1.07,1.68,"5",77.0699999999998,0,0.5,-8675,"dm.minus","2"
"5767","2005","09","27","Tuesday",0,"SM",17,0,"P",1.14,959.5,515.47,30.25,1.23,16.78,0.096223195,34.51,12.95,0.329999999999999,61.828125,1.03,1.59,"5",7.37999999999955,0,0.433333333333333,-8672,"dm.minus","2"
"5768","2005","09","27","Tuesday",0,"SC",19,0.94,"R",1.15,844,697.02,23.01,1.18,9.74,0.044839441,54.64,7.76,1.31,57.359375,1.05,1.96,"5",30.5399999999995,0,0.466666666666667,8661,"dm.plus","1"
"5769","2005","09","27","Tuesday",1000,"SO",25,1.2,"R",1.2,1161.5,975.45,30.61,1.37,10.37,0,40.3,5.98,1.53,47.8412890625,1.06,1.62,"4",50.7199999999997,0,0.5,-8654,"dm.minus","2"
"5770","2005","09","27","Tuesday",0,"SO",30,1.27,"R",1.16,1126,756.87,25.13,1.3,8.37,0.431198031,34.19,4.12,1.88,35.359375,1.03,1.82,"5",26.4599999999997,0,0.433333333333333,8638,"dm.plus","1"
"5771","2005","09","27","Tuesday",0,"SK",19,1,"P",1.06,888.5,539.13,25.83,1.19,11.49,0,25.8,11.95,0.77,49.2890625,1.02,1.45,"5",9.96999999999956,0,0.4,8619,"dm.plus","1"
"5772","2005","09","27","Tuesday",0,"FT",18,0.98,"R",1.12,1232,832.03,27.52,1.18,12.59,0,44.22,8.31,0.9,47.54498046875,1.08,1.64,"4",51.3799999999997,0,0.5,8607,"dm.plus","1"
"5773","2005","09","27","Tuesday",1,"SO",18,0,"P",1.01,267.5,191.03,18.55,1.08,5,0,38.07,9,0,58.7421875,1,0,"5",1.52999999999981,0,0.233333333333333,8517,"dm.plus","1"
"5774","2005","09","27","Tuesday",0,"SF",19,1,"P",1.06,332.5,224.7,16.36,1.12,8,0.350193441,35.38,10,2,66.921875,1,0,"5",30.0699999999999,0,0.233333333333333,8530,"dm.plus","1"
"5775","2005","09","27","Tuesday",0,"SF",18,1,"R",1.12,1208,717.7,24.72,1.2,9.04,0,26.69,8.75,0.549999999999999,48.71697265625,1.01,1.69,"5",46.9199999999997,0,0.433333333333333,8597,"dm.plus","1"
"5776","2005","09","27","Tuesday",1060,"SB",33,1,"R",1.2,1034.5,822.16,22.09,1.53,7.39,0.293997807,50.41,3.65,1.75,43.4453125,1.09,1.62,"5",51.0199999999997,0,0.433333333333333,-8578,"dm.minus","2"
"5777","2005","09","27","Tuesday",0,"SO",19,1,"P",1.35,785.5,659.2,29.16,1.19,9.46,0.01992289,90.46,8.92,1.11,5.08203125,1.08,1.48,"5",55.2599999999997,0,0.4,8577,"dm.plus","1"
"5778","2005","09","27","Tuesday",0,"SC",18,1,"R",1.2,911,685.1,22.01,1.17,9.7,0.101345944,62.37,7.02,0.479999999999999,36.7578125,1.05,1.77,"5",65.1799999999996,0,0.4,8573,"dm.plus","1"
"5779","2005","09","27","Tuesday",0,"SC",21,3,"R",1.15,984,543.67,22.33,1.42,44,0,43.43,4,1.77,66.890625,1,0,"5",219,0,0.266666666666667,8569,"dm.plus","0"
"5780","2005","09","27","Tuesday",920,"SL",22,1,"P",1.16,901,741.2125,26.94,1.43,43,0.028825271,32.9,7,3,65.25,1.05,1.53,"5",91.0899999999998,0,0.333333333333333,8683,"dm.plus","0"
"5781","2005","09","27","Tuesday",0,"SB",21,1,"P",1.07,500,386.7,21,1,31,0.121009114,39.82,11.195,2.84,79.890625,1,0,"3",463,1,0.166666666666667,8557,"dm.plus","0"
"5782","2005","09","27","Tuesday",0,"SH",18,1,"P",1,491.5,249.94,6,1,23,0.085192975,0,4,0.549999999999999,58.765625,2,1,"3",0,1,0.1,8611,"dm.plus","0"
"5783","2005","09","27","Tuesday",0,"SO",20,1,"P",1,907,611.09,2,2,9,0.337362094,56,2,3,37.65625,1,1,"1",30,2,0.1,-8674,"dm.minus","2"
"5784","2005","09","27","Tuesday",0,"SM",21,1.15,"R",1.18,1196,587.36,27.56,1.3,23,0.203103602,41.95,14,1.79,27.03515625,1.05,1.56,"5",153.04,0,0.366666666666667,8644,"dm.plus","0"
"5785","2005","09","27","Tuesday",2,"SL",20,1,"P",1.17,500,496,21,2,18,0.136387475,40.45,17,1,46.640625,1,0,"3",364,2,0.0666666666666667,8543,"dm.plus","0"
"5786","2005","09","27","Tuesday",0,"SO",18,1,"P",1.14,563,362.7,24.98,1.14,16,0.175201587,36.81,27,0,64.671875,1,0,"5",39.97,0,0.266666666666667,8553,"dm.plus","0"
"5787","2005","09","27","Tuesday",0,"SC",19,1,"P",1.06,385,157.04,19.42,1.06,16,0,28.68,14,2,82.859375,1.03,1.945,"5",7.51999999999941,0,0.3,8648,"dm.plus","0"
"5788","2005","09","27","Tuesday",1,"SO",20,2,"P",1.05,350,107.11,12,1,13,0.019496403,0,23,2,82.359375,1.02,2.14,"3",0,1,0.133333333333333,8595,"dm.plus","1"
"5789","2005","09","27","Tuesday",0,"SO",18,1,"P",1.14,656.5,570.81,30.53,1.11,15,0,36.99,15,0,46.8984375,1.04,1.56,"5",24.4299999999996,0,0.333333333333333,8586,"dm.plus","0"
"5790","2005","09","27","Tuesday",1,"SO",19,1,"P",1.1,301.5,289.43,24,1,15,0.742250366,52.1833333333333,6,2,44.109375,1,1,"3",0,1,0.133333333333333,8656,"dm.plus","0"
"5791","2005","09","27","Tuesday",0,"SO",19,1,"P",1.05,244,115.14,8,1,16,0.340997618,34,19,1,47.671875,1.01,1.81,"3",0,1,0.166666666666667,8596,"dm.plus","0"
"5792","2005","09","27","Tuesday",0,"SB",19,1,"P",1,350,0,4,3,15,0.299610579,54.02,9.59,1.16,43.1640625,1,1.03,"3",0,2,0.133333333333333,8632,"dm.plus","0"
"5793","2005","09","27","Tuesday",0,"SF",18,0,"P",1,366,172.07,6,1,15,0.056313391,30.1,14,0,77.890625,2,0,"3",0,1,0.133333333333333,-8550,"dm.minus","2"
"5794","2005","09","27","Tuesday",0,"SB",19,1,"P",1.16,538.5,360.55,48,1,22,0.033368449,51.04,10.73,0.91,67.875,2,0,"3",0,1,0.233333333333333,-8506,"dm.minus","2"
"5795","2005","09","27","Tuesday",0,"SB",18,1,"P",2,500,280.91,4,1,13,0,86.125,2,0.48,37.375,2,0,"3",0,1,0.1,8522,"dm.plus","0"
"5796","2005","09","27","Tuesday",0,"SF",18,1,"P",1.07,209.5,316.28,22,1,9,0.162563556,38.7933333333333,2,0,65.265625,1,0,"3",0,1,0.133333333333333,8519,"dm.plus","0"
"5797","2005","09","27","Tuesday",0,"SD",18,0,"P",1.14,852,561.02,24.01,1.25,10,0.351905423,41.04,12,0.289999999999999,59.578125,1.04,1.32,"5",16.9899999999996,0,0.333333333333333,8603,"dm.plus","0"
