"GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"1",0,"SO",19,1,"P",1.04,100,12,1,26.655,4,2,23,0,0,60.8515625,1.05,1,0,"3",3.14
"1",0,"SF",18,1,"P",1.06,271.125,17.1125,1,36.0166666666667,6,0,24,152.2,0.2387640141,68.46875,1.07,0,-7.79891706770286e-13,"5",2.15333333333333
"1",1,"SO",18,1,"P",1.1,235.5,62,1,30.82,5,0,22,224.54,0.0912393807,63.5711986607143,1.01,1,0,"3",1.88
"1",1,"SE",19,1,"P",1,2250,2,1.46,0,3,0,21,1117,0.0321274559,75.078125,1.14,0,107.68,"5",1.925
"1",0,"SB",19,1,"P",1.18,100,13,2,14.975,16,1,20,92.065,0,79.4375,1.01,1,0,"3",1.73
"1",1,"SC",18,1,"P",1,593,2,1.29,1,10,0,19,728.57,0.048902374,99,1.08,0,3.65999999999931,"5",2.3125
"1",1,"SL",18,1,"P",1.02,233.125,13.962,1.03,26.96,10,0.4,20,116.555,0,39.765625,1.04,0,0.379999999999272,"5",2.39
"1",0,"SH",18,1,"P",1.022,548,21,1,5.95,17,0,18,166.16,0,65.890625,1.04,1,0,"3",2.23
"1",0,"SO",18,1,"P",1.07,334.934523809524,34.6686666666667,1.01,35.64,20,0,18,220.862,0,69.09375,1,0,-7.81312792241806e-13,"5",0.49
"1",0,"SN",18,1,"P",1.08,295.5,24,1,38.4266666666667,5,0,18,250.59,0.0960708535,41.8359375,1.02,1,0,"3",2.41
"1",400,"SE",18,0.57,"P",1.07,275.625,26.2,1.03,30.45,7,0,16,316.9,0.0192152354,57.3671875,1.03,0,0.13999999999927,"5",2.03
"1",0,"SF",19,1,"P",1.04,641,6,2,6.29,2,1,15,179.585,0.0925367614,62.3828125,1.03,1,0,"3",2.64
"1",0,"SB",18,1,"P",1.11,203,14.265,1.07,26.92,20,0,14,75.5178571428572,0.2305993461,58.3828125,1.02,0,-7.81312792241806e-13,"5",2.525
"1",200,"SO",19,2,"P",1,527.75,5,2,1,10,1.32285714285714,14,88.96,0,48.453125,1,2,0,"3",2
"1",1,"SA",20,1,"P",1.07,580.4,33,1,11.77,11,2,13,252.38,0.0628806497,65.765625,1,1,0,"3",0
"1",0,"SN",18,1,"P",1.1,290,20.875,1.01,52.39,6,0,14,273.57,0,51.1875,1.01,0,-7.73638930695597e-13,"5",2.05
"1",0,"SK",19,1,"P",1.12,320,33,1,24.3,10,1,13,148.88,0.053574442,87.328125,1,1,0,"3",1
"1",0,"SB",18,1,"P",1.11,409,27.92,1.02,40.82,5,0,13,277.78,0,79.0625,1.02,0,5.19999999999924,"5",2.04
"1",0,"SO",18,1,"P",1.07,593.5,31.84,1.09,28.145,12,1.605,12,1264.01,0,97.15625,1.06,0,35.5399999999995,"5",2.4
"1",0,"SC",18,1,"P",1.06,206.966666666667,23,1,29.6166666666667,0,0.0649999999999987,11,265.8,0,83.15625,1,1,0,"3",0
"1",0,"SF",18,1,"P",1.07,346,6,1.07,0,12,0.451612903225806,12,74.18,0.050367906,87.609375,1.06,0,16.1799999999993,"5",2
"1",0,"SA",18,1,"P",1.05,241.5,17.8733333333333,1.06,40.97,13,0.0299999999999982,12,112.210333333333,0.0701280029,70.34375,1.02,0,0.329999999999288,"5",2.27
"1",1,"SA",19,1,"P",1.02,246,11.9,1.1,23.73,22,1,12,49.91,0.0013077717,73.484375,1.01,0,16.9599999999999,"5",2.74
"1",0,"SH",18,1,"P",1.04,444.625,16.1756666666667,1.06,14.8266666666667,6,0,11,136.53,0,73.5625,1.02,0,4.40999999999929,"5",2.08
"1",0,"SF",24,1,"P",1.28,1650,21,3,39,5,5,10,781.17,0.0726572897,75.59375,1,3,2990,"3",0
"1",0,"SO",19,1,"P",1.09,316,29,1,29.8916666666667,4,0.87,9,226.91,0.2124383273,47.5,1,1,0,"3",0
"1",0,"SO",18,1,"P",1.1,422.916666666667,14.4840740740741,1.08,14.2025,27,0,9,134.93,0.0697381857,59.21875,1.09,0,3.08999999999925,"5",2.3
"1",0,"SB",19,1,"P",1,290.6875,1,1,17.5416666666667,8.185,1,9,64.7295238095238,0.2313319477,44.2890625,1.03,1,0,"3",2.25
"1",260,"SA",19,1,"P",1.2,2050,7,3,0,8,1,8,962,0,68.375,1,3,36,"3",1.56
"1",0,"SD",20,1,"P",1.18,1087.5,9,3,25,15,4,7,288.81,0.2428778997,65.921875,1,3,0,"3",1.46
"1",0,"SB",19,1,"P",1.05,229.5,16,1.1,65,6,1,7,150.85,0.3359855935,62.5234375,1.06,0,5.4499999999993,"5",2.455
"1",0,"SC",20,1,"P",1,250,5,1.16,0,0,0,6,32,0.2890038453,36.3671875,1.16,0,11.5399999999994,"5",2.48333333333333
"1",0,"SH",18,1,"P",1.17,240.5,16.125,1.05,42.6266666666667,3,0,6,151.31,0,57.3984375,1.02,0,7.15999999999925,"5",1.93
"1",0,"SM",18,1,"P",1.31,877.75,36,1,61.13,0,0,7,384.04,0,64.1947413589015,2,1,0,"3",0
"1",1,"SO",19,1,"P",1.09,200,9,2,36,5,1,5,168.04,0.0603263066,67.171875,1,2,260,"3",1.78333333333333
"1",0,"SA",18,1,"P",1.06,193.059523809524,27,1,23.366,12.378,0.299999999999999,6,217.9775,0,56.328125,1,1,0,"3",1
"1",0,"SO",18,1,"P",1.12,147.5,23,1,24.4825,9,0.139999999999999,6,109.93,0.4414675329,37.59375,1.01,1,0,"3",2.00884615384615
"1",0,"SA",19,1,"P",1,950,6,1,1,15,2,7,66.26,0.0827150629,79.75,1,1,0,"3",2
"1",0,"SO",19,1,"P",1.02,202,18,1.04,21,10.495,0.895,7,42.08,0.0105983889,66.1875,1.02,0,5.77999999999923,"5",2.410625
"1",0,"SH",18,1,"P",1,480,3,1,0,14,0.665,5,105.105,0.0547600291,74.515625,1,1,0,"3",1
"1",0,"SC",18,1,"P",1.05,218.5,11.12,1.08,27.78,10,0.21,8,62.8828571428571,0.2441575769,49.3046875,1.03,0,3.07999999999924,"5",4
"1",0,"SK",18,0,"P",1.05,291.5,20.522380952381,1.06,31.51,9,0,4,162.518333333333,0.0468335402,72.734375,1.01,0,0.32999999999929,"5",2.03
"1",0,"SC",19,1,"P",1.02,265,33,1,21.03,1,0,5,287.896666666667,0.1583496784,62.921875,1.0375,1,0,"3",2.285
"1",0,"SC",18,1,"P",1.23,945.5,36,1,20.23,5,4,10,296.84,0.1057539503,26.96484375,1.03,1,0,"3",2.07
"1",0,"SA",18,0,"P",1.04,202.5,16.8855151515152,1.07,25.47,16,0,4,85.26,0,81.703125,1.02,0,4.40999999999923,"5",2.21
"1",1,"SC",18,0,"P",1.09,375.75,31.6225,1.12,49.86,19,0,4,319.485,0,66.625,1.04,0,4.33999999999931,"5",2.47
"1",0,"SC",24,6,"P",1.31,500,30,2,58.93,11,6,12,581.93,0,55.3828125,2,2,1711,"3",0
"1",0,"SO",18,1,"P",1,340,2,1.14,0,25,0,3,73.97,0.0209428254,37.9765625,1,0,14.0399999999999,"5",1
"1",0,"SF",19,0,"P",1.29,757.5,20,3,17.6,3,2,2,415.56,0.2945501916,47.0859375,1,2,0,"3",1.13
"1",0,"SB",18,1,"P",1.15,404,30.81,1.15,24.28,27,0,3,288.4,0,78.421875,1,0,28.8699999999999,"5",0
"1",0,"SC",19,0,"P",1.08,412,26.5433333333333,1.03,43.88,12.07,1.28,2,267.425,0.1925224164,67.203125,1.05,0,5.77999999999926,"5",2.615
"1",0,"SO",18,1,"P",1.08,116.642857142857,7,1,23.735,4,0,15,47.6,0,54.2109375,1,1,0,"3",0.714615384615385
"1",1,"SE",19,1,"P",1.22,640.666666666667,101,2,16.88,2,2,15,381.123333333333,0.593514258,24.05078125,1,1,0,"3",2
"1",0,"SO",18,1,"P",1.08,177,32,1,29.57,10.0433333333333,0,11.03,171.14,0.2817436233,47.515625,1.01,1,0,"3",2.03884615384615
"1",1,"SK",18,1,"P",1.08,244.5,16.1675,1.05,33.3666666666667,1,0,2,188.965,0.0815639948,69.609375,1.03,0,0.68999999999927,"5",2.06
"1",800,"SE",22,1,"P",1,1207.5,5,2,0,13.92,3.26,25.3,390.18,0.2184510627,60.765625,1,2,0,"3",2
"1",0,"SO",18,1,"P",1,570.5,1,2,0,15.1925,0,26.9066666666667,117.61,0.2029955094,74.515625,1,2,0,"3",1.05
"1",1360,"SO",43,2,"R",1.21,300,29,1,30.33,5.78,4,7.04,844.6,0,51.7734375,1,1,373,"3",1.10666666666667
"1",460,"SO",19,1,"P",1,350,4,1,5.95,13.445,1,19.30625,0,0.0086478017,72.875,1,1,0,"3",0
"1",0,"SO",24,3,"P",1.08,1009.66666666667,23.0733333333333,1.42,15.31,13.11,4.15,14.99,239.78,0.0573186371,74.125,1.08,0,43.2299999999996,"5",2.62
"1",0,"SH",19,1,"P",1.05,315,15.342,1.03,28.5866666666667,9.6,1.06,11.4533333333333,99.7533333333333,0,50.8125,1.01,0,8.52999999999925,"5",2.16
"1",0,"SO",23,1.19,"R",1.11,595.5,26.5833333333333,1.1,22.39,5.19,1.32,9.18,433.79,0,40.43615234375,1.02,0,18.4699999999994,"4",2.46
"1",0,"SO",18,1,"P",1.06,155.142857142857,11.5033333333333,1.042,25.975,3,0,20,76.51,0,49.875,1,0,12.4399999999999,"5",0
"0",0,"SC",23,1,"P",1.23,805.5,29,1,61,18,4,35,314.33,0,80.546875,1,1,0,"3",0
"0",0,"SO",18,1,"P",1.01,254.125,8,1,40.1525,10,1,35,140.54,0.0174142296,95.015625,1.07,0,4.65999999999929,"5",3
"0",0,"SK",18,1,"P",1.11,331.75,20,1.07,24,9,0,29,211.86,0.0497439003,62.8046875,1,0,23.57,"5",0
"1",0,"SD",19,1,"P",1.16,788.375,7,1,1,5,1,51,145.52,0.177382967,76.171875,1.1,1,0,"3",3
"1",0,"SA",20,1,"P",1.12,500,7,2,8.36,22,3,25,234.242,0,59.1796875,1,2,0,"3",1.12
"1",0,"SA",18,1,"P",1.1,205.5,36,1,29.37,12,0.139999999999999,28,158.9275,0,62.8125,1.07,1,0,"3",2
"0",0,"SO",21,2,"P",1.13,564.333333333333,22,1,0,23,0,24,270.344848484848,0.0524888978,75.359375,1.075,1,0,"3",2.15
"0",0,"SO",18,1,"P",1.14,259.375,12,1,129,15,0.56,32,212.250833333333,0.4510614034,49.1953125,1.08,1,0,"3",2.79
"0",1,"SE",18,1,"P",1.05,314.125,24.36,1.03,39.33,3,0,23,338.1,0.0766362466,68,1.05,0,0.11999999999938,"5",2.12
"0",0,"SO",21,1,"P",2,350,3,1,0,6,2,21,123,0.2223013993,70.6875,1.325,1,0,"3",4
"0",0,"SB",20,0,"P",3,250,2,2,205,4,0,19,1,0.2394024087,84.6875,2,2,265,"3",1
"1",1,"SC",23,1,"P",1.62,950,37,1,424,7,6,31,835.59,0.1416451386,66.28125,1.35,0,171.13,"2",1.71
"0",0,"SC",20,1,"P",1.15,300,11,1,0,5,2,17,331.24,0.3435016004,59.4140625,1,1,102,"3",1
"0",0,"SN",18,1,"P",1,379.25,5,1.164,0,14,0,18,179.52,0.1515953052,40.125,1,0,43.878,"5",2
"0",0,"SH",19,1,"P",1.05,322,17,1.14,37.74,14,0,16,161.303333333333,0.0298126728,71.203125,1.03,0,-7.59996510169003e-13,"5",2.51
"0",600,"SO",18,1,"P",1,530.5,1,1,86,10,0.6,30,334.21,0.5363327283,57.3125,2,1,0,"3",1
"0",0,"SB",19,1,"P",1.12,515,32,1,42.12,17,2,15,302.71,0.5003086105,79.203125,1.09,1,0,"3",2.4525
"1",0,"SB",18,1,"P",1.1,331.75,34.02,1.03,22.25,17,0,37,205.07,0.3744480042,77.375,1.09,0,0.0199999999992284,"5",2.46833333333333
"1",0,"SH",19,1,"P",1.08,500,10,1,0,21,1,36,177.034,0,60.4765625,1,1,0,"3",1
"0",0,"SA",20,1,"P",1.02,445,22,1,36.74,12,1,10,894.9,0.24154909,99,1.05,0,56.1099999999994,"5",2.41
"0",1,"SC",19,1,"P",1.36,1127.5,11,2,1,3,2.955,7,466.97,0,89.734375,1,2,0,"1",1
"0",0,"SN",20,1,"R",1,600,5,1,53.8,2,1,6,373.496666666667,0.1215086321,74.0625,1.16,1,0,"3",2.74
"1",1,"SD",18,1,"P",1,750,2,1.54666666666667,1,15,0.88,39,279.88,0,92.203125,1,0,4.40999999999992,"5",1
"0",1100,"SN",28,1,"P",1.33,5000,17,3,15,10.51,6.46,4,5022,0.0178451907,61.796875,1,3,780,"3",1.36
"0",0,"SC",20,1,"P",1.43,200,12,2,0,0,0,4,378.85,0.3692405159,61.203125,2,2,0,"3",2
"0",1,"SA",21,1,"P",1.13,400.583333333333,21,1,40.31,1,0,13,452.83,0.0380447617,62.5625,1,1,18,"3",0
"0",0,"SO",19,1,"P",1.02,214.5,10.66,1.03,31.495,5.78,0.75,5,130.55,0,53.1937723214286,1.03,0,11.2699999999993,"5",3.01
"0",2,"SA",20,1,"P",1.1,476,41,1,45.24,3,2,3,395.17,0.0097600621,40.640625,1.07,1,0,"3",2.07
"0",0,"SH",18,1,"P",1,5650,5,3,1,1,6,3,3720,0.0560298807,69.71875,1,2,0,"3",1
"0",0,"SO",19,1,"P",1.01,171.5,13,1,44.0533333333333,4.70833333333333,0.582,2,172.59,0.173544067,68.15625,1.06,1,0,"3",2.4
"0",1,"SG",19,1,"P",1.06,440,19.56,1.12,44.88,7.82,1.18,12.62,304.23,0.060508515,36.3125,1.03,0,14.5299999999993,"5",2.33
"0",0,"SL",18,1,"P",1.2,369.75,15,2,38.66,10.72,0,21.9085714285714,230.4425,0.2088866741,63.078125,1,2,0,"3",0.69
"0",0,"SC",20,1,"P",1.01,598,38,1,32.02,6.95,3,12.84,319.64,0.3326289542,58.3671875,1.05,1,0,"3",2.5225
"0",1,"SF",18,1,"P",1.1,312.5,29,1,51.125,10.41,0,18.11,270.65,0,56.7578125,1.08,1,0,"3",1.8325
"0",0,"SH",19,1,"P",1.05,250.5,14.36,1.02,47.215,8.43,0.92,12.83,226.74,0.1270542582,48.4921875,1.02,0,6.42999999999926,"5",2.23
"0",0,"SE",27,2,"R",1,846,2,1.24,5,4.3,1.02,7.05,820.54,0.2274759915,48.546875,1,0,209.88,"5",1
"0",1,"SE",19,1,"P",1.43,386.5,7,1.32,158.41,5,1,11.85,398.943333333333,0.4410437271,17.703125,1,0,89.8833333333333,"5",1
"0",0,"SO",19,1,"R",1.09,299.5,20.62,1.04,47.36,12.06,0.62,18.4,170.28,0.2223916585,65.265625,1,0,13.79,"5",0
"0",0,"SK",19,1,"P",1.07,338.75,14.71,1.15,47.375,10.56,1.23,13.62,208.873333333333,0.10392946,31.8828125,1,0,36.2,"5",1
"0",0,"SF",18,1,"R",1.06,344.2,21.5628571428571,1.03,41.37,9.21,0.56,12.18,251.573333333333,0,51.196533203125,1.08,0,4.4299999999993,"5",2.32
"0",0,"SD",19,0,"P",1,620.5,5,1.38,14,12.07,0,22.5466666666667,191.066666666667,0.0168173056,64.1875,1,0,18.5359999999999,"5",1
"0",0,"SA",19,1,"R",1.22,386.5,20.08,1.27,88.53,5.46,0.71,11.83,350.99,0,9.9609375,1.14,0,41.2599999999997,"5",1.75
"0",800,"SM",29,1.16,"R",1.15,784,24.15,1.46,80.43,2.94,2.23,6.95,1037.68,0.101168276,23.80078125,1.06,0,66.0699999999998,"5",2.35
"0",1,"SB",19,1.13,"R",1.17,479,16.8,1.29,80.3728571428571,5.58,1.18,7.98,397.44,1.5924762413,37.4921875,1.18,0,24.5599999999995,"5",2.53
"0",0,"SH",20,1,"P",1.01,499,19.11,1.14,54.75,8.68,2,10.09,317.16,0.2291150028,41.4609375,1.04,0,19.8399999999994,"5",2.56
"0",0,"SO",19,1,"P",1.02,212.5,13.31,1.01,40.41,10.15,0.84,14.5,188.41,0.5239399765,65.453125,1.06,0,1.79999999999928,"5",2.28
"1",0,"SH",19,0,"P",1,581.5,3,1.36,39,11.87,0.86,80,183.318666666667,0,42.390625,1.07,0,2.71999999999929,"5",2.39
"1",0,"SB",18,1,"P",1.14,525,34.49,1.11,32.66,4,0,52,281.61,0,78.84375,1.07,0,-6.7956307248096e-13,"5",1.6
"1",0,"SO",20,1,"P",1.06,996,31.59,1.13,23.545,28,2,43,733.25,0,72.078125,1.1,0,-6.36077857052442e-13,"5",2.49
"1",0,"SD",18,1,"P",1.09,273.916666666667,19.2188888888889,1.12,39.21,16,0.179999999999999,36,121.05,0,60.796875,1,0,5.51999999999984,"5",1
"1",0,"SB",18,1,"P",1.12,218.059523809524,13.92,1.07,27.7366666666667,18,0,35,103.47,0.0454316859,49.765625,1,0,-7.79323272581678e-13,"5",0.556842105263158
"1",0,"SB",21,1,"P",1.16,600,9,1,36,24,7,33,0,0.1734213559,71.96875,1.065,1,0,"3",2.63
"1",0,"SO",18,0,"P",1.11,214.684523809524,15.75,1.14,32.33,11.34,0,33,106.19,0.0655646408,63.9453125,1,0,0.00599999999985954,"5",0
"1",0,"SO",18,1,"P",1.1,287.5,38,1,30.42,18,0,32,160.05,0.4359676931,57.4921875,1.03,1,0,"3",2.165
"1",0,"SC",19,1,"P",1.03,333.5,25,1,28.69,22,1,32,173.04,0.0196547649,71.28125,1.05,1,0,"3",1.92
"1",1,"SO",24,1,"P",1.15,600,29,2,21.0833333333333,5,4,28,324.63,0,39.4921875,1,1,378,"3",1.42
"1",0,"SO",19,1,"P",1.05,223,13.1025,1.1,24.08,18,0,27,74.49,0.2545682825,64.703125,1,0,8.46999999999988,"5",0
"1",0,"SO",19,0,"P",1.11,282.166666666667,16,1,18.48,12,0,23,64.92,0.2519101324,82.328125,1,1,0,"3",1
"1",0,"SG",18,1,"P",1.32,527.75,27,2,19.34,13,0.25,22,366.295,0,65.4375,1,2,0,"3",0.583333333333333
"1",0,"SK",18,1,"P",1.07,271.625,19.29,1.02,31.01,20,1,21,102.055,0.1944049033,65.671875,1.06,0,0.00999999999922437,"5",2.565
"1",0,"SK",18,1,"P",2,607.5,5,2,14.9,16,0,21,159.14,0,78.328125,1,2,0,"3",2
"1",10,"SB",19,1,"P",1.1,1450,10,1,19,11,1.71166666666667,20,154,0,69.421875,1.06,1,0,"3",4
"1",0,"SB",18,0,"P",1.1,769.5,35,1.085,33.09,8,1,20,939.63,0,99.421875,1.11,0,6.27999999999941,"5",2.01
"1",1,"SO",18,1,"P",1.1,399.125,34.97,1.02,32.78,27,0,18,299.84,0.1494864197,75.359375,1.06,0,-7.59143858886091e-13,"5",2.23
"1",0,"SL",23,5,"P",1.12666666666667,1841,37,2,20.1533333333333,19,19,19,1082.76,0,70.6875,1,2,0,"3",1.46
"1",1,"SF",19,1,"P",1,100,4,1,12.81,24,0.94,17,59.195,0.1463457895,56.3359375,1,1,0,"3",1
"1",0,"SO",19,1,"P",1.1,186.5,17,1,20.89,23,0,11,84.93,0,85.015625,1,1,0,"3",0
"1",0,"SO",19,0,"P",1.03,271.5,8,1.09,46,23,0,11,132.682,0.0604601525,75.640625,1.01,0,22.4099999999992,"5",2.97
"1",0,"SO",19,0,"P",3,200,2,4,0,5,1,12,62,0.2609357508,56.734375,2,4,0,"3",2
"1",1,"SH",18,0,"P",1,1000,5,2,35,22,0,12,186,0.1307694111,66.609375,1,2,0,"3",1.365
"1",0,"SC",20,1,"P",1.0225,1300,13,1,25,17,3,10,0,0.2701465832,47.40625,1.04,1,0,"3",2.63
"1",0,"SO",18,1,"P",2,479.5,4,1,34,7,0,10,190.15,0.0789870152,94.609375,1.28,1,0,"3",1.92
"1",0,"SB",18,1,"P",1,391.9,6,1.06,0,10,0,10,132.6,0.3234752929,52.234375,1,0,7.15999999999985,"5",0
"1",0,"SM",24,1,"P",1.195,1150,36,2,36,27,5,10,571.87,0,77.578125,1,2,141,"3",1.21
"1",1,"SO",20,1,"P",1.05,643.333333333333,7,2,7.75,16,3,11,145.646666666667,0.2657993212,40.53125,1.01,1,0,"3",2.52
"1",0,"SH",18,1,"P",1.11,373.5,32.095,1.14,27.06,9,0,9,209.05,0,94.796875,1.04,0,9.30999999999938,"5",1.74
"1",0,"SO",18,1,"P",1.25,1563.875,26.97,1.39,30.182,12.05,16,9,1186.35,0,67.84375,1,0,213.3,"5",0
"1",0,"SO",20,1,"P",1.04,574,26,1,1,4,3,8,304.77,0.0457349366,85.671875,1.06,1,0,"3",2.42
"1",0,"SH",22,0,"P",1.12,300,12,1,24.04,24,5,7,1,0.1662858874,63.3203125,1.05,1,0,"3",3.09
"1",0,"SO",18,1,"P",1.02,154.5,12.83,1.04,26.68,11,0,7,60.3528571428571,0.3376161018,56.5859375,1.03,0,3.07999999999924,"5",2.435
"1",0,"SA",18,1,"P",1.05,174.142857142857,15.0973333333333,1.04,21.4416666666667,2,0,7,80.2475,0,55.6328125,1,0,7.15999999999927,"5",0.21
"1",0,"SO",18,0.69,"P",1.04,277.5,14.06,1.05,30.78,0,0.4,5,147.07,0.0370474212,22.62109375,1.1,0,8.03999999999941,"5",2.28
"1",0,"SO",18,1,"P",1.12,549,32,1,23.2,2,0.44,6,247.72,0.7094290592,26.10546875,1.12478260869565,1,0,"3",2.11
"1",0,"SL",19,1,"P",1.07,310.75,30,1,28.88,8.94,0.92,5,289.54,0.411715949,37.34375,1.04478260869565,1,0,"3",2.425
"1",0,"SA",19,1,"P",1.02,215,14.73,1.07,26.5466666666667,4,1,4,95.22,0,65.78125,1.02,0,7.41999999999927,"5",2.37
"1",1,"SK",18,1,"P",1.12,357.416666666667,44,1,27.47,20,0,3,235.735,0,74.859375,1,1,0,"3",0
"1",0,"SL",19,1,"P",1.02,747.5,13,1,7.17833333333333,23,3,3,154.16,0,54.03125,1.04,0,9.28999999999936,"5",2.45
"1",1,"SO",18,1,"P",1.12,253.5,35.05,1.08,30.52,26,0,5,239.74,0.0981478824,74.578125,1.01,0,0.32999999999932,"5",2.14
"1",0,"SO",20,1,"P",1.02,437.5,9,1.1,0,10.0633333333333,1.24,6,131.872857142857,0.1660105754,59.015625,1.05,0,7.41999999999927,"5",4
"1",0,"SO",16,1,"P",1.08,230.559523809524,14.7925,1.1,34.62,11,0.219999999999999,3,84.062,0.0571388273,27.43359375,1,0,13.5659999999999,"5",0
"1",0,"SM",18,1,"P",1.05,507.916666666667,22.44,1.12,27.28,20,0,3,156.48,0,80.390625,1,0,10.3699999999999,"5",0.26
"1",0,"SO",16,0.46,"P",1.06,257.5,16.2433333333333,1.02,36.36,11.98,0.239999999999999,5,96.4153333333333,0,67.265625,1.06,0,4.40999999999923,"5",2.35
"1",0,"SB",18,1,"P",1.12,247.642857142857,19.9216666666667,1.11,36.04,3,0,3,151.14,0,68.90625,1,0,5.64999999999984,"5",1
"1",1,"SH",19,1,"P",1.14,770.666666666667,8,1,0,11.52,1,1,221.987857142857,0.266171447,55.0234375,1.13,1,0,"3",3
"1",0,"SM",18,0,"P",1.06,50,6,1,28.03,4,0,2,111.91,0,31.62890625,1.09,1,0,"3",2.47
"1",0,"SB",18,1,"P",1,50,5,1,50.69,1,0.54,6,272.812857142857,0.2704738379,94.953125,1.175,1,0,"3",2.25
"1",0,"SO",19,2,"P",1,600,3,1,0,8,1,8,0,0,50.9453125,1,1,309,"3",2
"1",0,"SC",32,1,"R",1.22,1000,29,2,75,5,2,2,831.53,0.6573752947,24.9375,1,2,365,"3",1.66
"1",0,"SF",18,1,"P",1.08,298.5,25.22,1.06,30.65,0,0,8,321.17,0.1066620897,66.34375,1.04,0,18.5099999999994,"5",2.22
"1",0,"SH",19,1,"P",1.41,750,7,3,22.59,16,0,31.84,0,0,67.671875,1,3,0,"3",0
"1",0,"SL",19,0,"P",1.07,365.75,32,1,24.89,12.63,0,23.36,247.79,0.2379008727,69.53125,1.07478260869565,1,0,"3",2.145
"1",0,"SM",28,1,"R",1.17,1700,12,1.4,36,13.62,4.45,21.825,0,0.175259389,50.3046875,1.09,0,89.6999999999998,"5",2.86333333333333
"1",0,"SO",19,2,"R",1.16,282,15.78,1.13,34.5,7.43,0.56,9.38,146.9775,0.1567303813,39.953125,1,0,120.66,"5",1
"1",0,"SO",19,1,"P",1.05,297.666666666667,13.68,1.17,19.04,21,2,10,39.37,0.0856705762,65.640625,1,0,19.9399999999999,"5",0
"1",0,"SC",17,1,"P",1.03,424,29.9,1.03,25.2633333333333,7,0.36,10,245.586666666667,0.010582078,48.8671875,1.04,0,7.33999999999924,"5",2.38
"1",1,"SD",18,1,"P",1.12,271.5,17.88,1,34.54,12.5966666666667,0,16.96,154.345,0.0889053731,49.3671875,1.01,0,-7.71933628129773e-13,"5",2.03
"1",400,"SE",25,2.37,"R",1.1,1014.33333333333,27.52,1.21,25.88,11.1033333333333,1.87,19.125,591.275,0,90.25,1.05,0,100.04,"5",2.08
"1",0,"SA",19,1,"R",1.04,257,9.638,1.11,28.31,10.12,0.89,10.822,110.1875,0,52.170029296875,1,0,33.6399999999999,"5",1
"1",0,"SC",29,4,"R",1.19,1600.5,35.685,1.38,39.25,4.925,4.5,8.24,1187.94,0.0376952281,2.841796875,1.15,0,384.07,"5",2.06
"1",1,"SO",18,1,"P",1.02,256.5,54,1,36.25,3,0.209999999999999,11,235.45,0,44.125,1.02,1,0,"3",2.3
"1",0,"SB",18,1,"P",1.05,217,13.09,1.07,33.55,8.68,0.42,11.16,107.002,0.1149280637,22.65625,1.06,0,3.07999999999932,"5",2.57
"1",0,"SO",18,1,"P",1.04,162.10119047619,14.07,1.02,24.4016666666667,8.92,0.101612903225806,11.25,72.77,0,69.984375,1,0,4.40999999999923,"5",0.180277777777778
"1",1,"SH",18,1,"H",1.1,2669.5,26.98,1.27,25.72,11.68,6.33,17.1625,1107.15,0.0338120838,70.15625,1.02,0,70.6999999999998,"5",2.31
"0",1,"SB",19,1,"P",1.17,333,13,1,144,8,0,46,227.48,0,76.46875,1.07,1,0,"3",1.6
"0",0,"SE",19,1,"P",1.06,330,26,1,52.14,6,1,42,325.86,0.0659926473,72.40625,1.07,1,0,"3",2.1725
"1",0,"SF",20,1,"P",1,543.4,6,1,1,3,3,12,177.68,0,53.1328125,1,1,0,"3",2
"0",580,"SO",25,1,"R",1.12,1900,8,1,61.17,15,5.46,38,2014,0.0704893868,48.296875,1.12,1,0,"3",3
"0",1,"SN",18,1,"P",1,250,3,1,130,18,0,42,270.33,0,76.71875,1,1,285,"3",1.35227272727273
"0",0,"SM",18,1,"P",1.07,310,17.0466666666667,1.04,61.78,12,0,39,156.4,0.0928792541,47.546875,1.02,0,-7.14805992174661e-13,"5",2.25
"0",0,"SO",18,1,"P",1,250,2,1,40.6925,15,0,35,63,0.0895808677,42.8203125,1.02,1,0,"3",2.32
"1",160,"FT",20,2.08,"R",1.17,716.333333333333,28.16,1.205,17.64,7.99,1.86,9.93,442.275,0,47.391428710938,1.05,0,49.7199999999996,"5",2.1
"0",0,"SO",18,1,"P",1.2,265.184523809524,23.2785714285714,1.01,47.59,19,0,33,166.383333333333,0.0878807239,71.53125,1,0,-7.53175299905706e-13,"5",0.51
"1",0,"SK",18,1,"P",1.13,189,7,1,28.0533333333333,9,0,18,88.47,0.0358797291,82.265625,1.01,1,0,"3",2.11
"1",0,"SO",19,1,"P",1.08,128.666666666667,9,1,22.3566666666667,4,0,19,42.15,0,69.28125,1,1,0,"3",0.79
"0",0,"SO",20,1,"P",1.01,395,31,1,36.47,4,2,28,356.22,0.0179141838,69.625,1.03,1,0,"3",2.2725
"0",1000,"SO",22,1,"P",1.09,1041,6,1,40.28,18,5,30,487.16,0.0455335163,78.140625,1.11,1,0,"3",3
"0",0,"SD",19,1,"P",1.04,252.5,8,1.13,39,10,0.886666666666667,30,208.65,0.0482134295,61.9453125,1.03,0,-7.33280103304423e-13,"5",3
