"","Year","Month","Day","wday","GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","app_id","id"
"7651","2005","11","26","Saturday",NA,0,"SB",20,1,"P",1,1900,1053,30,1,17,0,29,4,0,84.46875,1,0,"5",0,0,-11454,"dm"
"7652","2005","11","26","Saturday",NA,1,"SM",36,3,"R",2,350,403,2,4,6,0.11347531,44,13,4,43.0078125,4,0,"3",0,4,-11467,"dm"
"7653","2005","11","26","Saturday",NA,0,"SC",30,1,"R",1,1900,216,22,2,2,0.098503444,76,16,3,33.5859375,1,2,"3",733,1,-11445,"dm"
"7655","2005","11","26","Saturday",NA,1200,"SL",19,1,"R",1,500,1,13,2,4,0.023628734,40,6,2,46.9453125,2,1,"3",0,1,-11453,"dm"
"7656","2005","11","26","Saturday",NA,1200,"SL",19,1,"R",1,350,31,13,2,2,0.033692612,40,3,0,45.4375,2,1,"3",0,1,-11452,"dm"
"7657","2005","11","26","Saturday",NA,1200,"SB",25,1,"R",4,750,246,3,2,10,0.201141619,3,20,8,49.6171875,5,1,"3",0,1,-11443,"dm"
"7658","2005","11","26","Saturday",NA,0,"SH",22,1,"P",1,500,122,30,1,17,0,0,12,3,62.1875,1,1,"3",0,1,-11439,"dm"
"7660","2005","11","26","Saturday",NA,0,"SD",19,1,"R",1,2350,279,8,1,19,0.456792942,0,0,0,25.47265625,1,1,"5",0,0,-11436,"dm"
"7662","2005","11","26","Saturday",NA,0,"SA",19,1,"P",1,150,2573,2,2,14,0,965,2,1,81.21875,1,4,"4",0,0,-11465,"dm"
"7663","2005","11","26","Saturday",NA,280,"SO",37,0,"R",1,21600,2046,16,2,6,0.394733074,41,8,11,39.8359375,1,1,"5",0,0,-11459,"dm"
"7674","2005","11","29","Tuesday",NA,100,"SC",18,0,"P",1,150,0,56,1,19,0,40,9,0,33.171875,1,0,"3",0,1,-11479,"dm"
"7675","2005","11","29","Tuesday",NA,0,"SO",18,1,"P",1,500,218,3,1,17,0,0,6,0,23.59765625,1,0,"5",0,0,-11477,"dm"
"7677","2005","11","29","Tuesday",NA,600,"SL",18,1,"P",1,250,93,13,1,10,0,49,26,1,64.78125,2,0,"5",0,0,-11480,"dm"
"7681","2005","11","29","Tuesday",NA,0,"SA",24,2,"R",1,1500,1179,11,3,4,0.045868784,0,21,2,67.421875,1,0,"3",1398,2,-11481,"dm"
"7682","2005","11","29","Tuesday",NA,80,"SB",18,0,"P",1,200,589,8,1,35,0,0,1,1,80.390625,1,1,"5",0,0,-11500,"dm"
"7683","2005","11","29","Tuesday",NA,0,"SD",17,1,"P",1,500,62,10,1,1,0.432303947,0,0,0,32.09375,1,0,"5",0,0,-11469,"dm"
"7684","2005","11","29","Tuesday",NA,0,"SD",37,3,"R",1,500,0,39,2,16,0.261201615,55,11,2,58.4921875,1,1,"3",0,2,-11488,"dm"
"7685","2005","11","29","Tuesday",NA,0,"SE",22,2,"R",1,1500,744,20,2,12,0.132888278,56,3,0,55.078125,1,1,"3",0,2,-11494,"dm"
"7686","2005","11","29","Tuesday",NA,0,"SC",23,1,"R",1,950,0,3,2,5,0.035250233,0,0,0,63.421875,1,0,"3",0,2,-11503,"dm"
"7687","2005","11","29","Tuesday",NA,0,"SB",33,2,"R",1,150,559,52,1,2,0.052891929,35,2,0,35.59375,1,4,"5",0,0,-11491,"dm"
"7688","2005","11","29","Tuesday",NA,0,"SK",20,2,"R",2,150,0,2,1,26,0.127372196,0,23,0,56.703125,3,0,"3",0,1,-11472,"dm"
"7689","2005","11","29","Tuesday",NA,0,"SC",21,3,"R",1,500,496,2,1,44,0,93,6,0,66.75,2,0,"3",657,1,-11482,"dm"
"7690","2005","11","29","Tuesday",NA,0,"SO",20,3,"R",1,1700,246,6,1,9,0.036769916,1,0,0,86.40625,3,0,"5",0,0,-11471,"dm"
"7691","2005","11","29","Tuesday",NA,100,"SO",23,1,"R",1,950,2201,13,1,45,0,70,21,22,76.484375,1,1,"4",0,0,-11506,"dm"
"7693","2005","11","29","Tuesday",NA,0,"SO",17,0,"P",2,500,496,8,1,2,0,1,11,2,69.921875,3,1,"4",0,0,-11484,"dm"
"7694","2005","11","29","Tuesday",NA,0,"SA",20,2,"R",1,50,1180,26,1,4,0,675,1,0,24.16015625,2,0,"4",0,0,-11478,"dm"
"7697","2005","11","30","Wednesday",NA,0,"SF",23,3,"R",2,50,961,2,4,26,0.261981691,0,4,3,38.4453125,3,1,"2",1824,1,-11512,"dm"
"7698","2005","11","30","Wednesday",NA,0,"SM",21,2,"P",2,2150,495,3,3,26,0.040448648,0,23,2,37.8359375,2,1,"1",1857,3,-11523,"dm"
"7699","2005","11","30","Wednesday",NA,0,"SM",18,1,"P",1,300,0,47,1,13,0.181377292,0,21,0,56.3515625,1,1,"5",0,0,-11511,"dm"
"7701","2005","11","30","Wednesday",NA,0,"SN",25,1,"R",1,100,0,43,1,3,0,0,9,2,73.8125,4,0,"3",0,1,-11513,"dm"
"7702","2005","11","30","Wednesday",NA,0,"SG",23,1,"P",1,250,0,43,1,1,0.385182424,45,0,4,23.6171875,1,0,"5",0,0,-11536,"dm"
"7703","2005","11","30","Wednesday",NA,1,"SA",19,1,"P",1,400,0,16,1,14,0,39,21,5,83.5625,1,1,"3",0,1,-11522,"dm"
"7704","2005","11","30","Wednesday",NA,0,"SF",18,1,"R",1,950,0,32,1,27,0,0,0,0,34.578125,2,1,"5",0,0,-11534,"dm"
"7712","2005","12","01","Thursday",NA,1,"SO",25,1,"P",1,1200,403,17,1,9,0.192499122,150,2,3,56.0390625,1,2,"3",624,1,-11561,"dm"
"7714","2005","12","01","Thursday",NA,1,"SB",22,3,"P",1,1450,32,8,1,5,0.20263936,1,26,3,70.421875,3,1,"5",1150,0,-11545,"dm"
"7716","2005","12","01","Thursday",NA,0,"SD",18,1,"P",1,200,215,64,1,10,0,25,0,18,74.171875,1,1,"3",0,1,-11549,"dm"
"7718","2005","12","01","Thursday",NA,0,"SC",37,1,"R",1,750,0,10,1,2,0.036186487,70,2,0,72.578125,1,2,"3",0,1,-11563,"dm"
"7719","2005","12","01","Thursday",NA,0,"SE",23,2,"R",2,400,527,3,1,6,0.209181496,0,7,1,62.53125,3,1,"3",0,1,-11564,"dm"
"7720","2005","12","01","Thursday",NA,0,"SE",27,4,"R",2,350,0,3,1,22,0,32,0,0,14.681640625,2,1,"3",0,1,-11555,"dm"
"7721","2005","12","01","Thursday",NA,0,"SB",45,1,"R",1,8000,3378,1,1,4,0.116199178,35,0,7,43.53125,2,3,"3",0,1,-11565,"dm"
"7722","2005","12","01","Thursday",NA,0,"SD",23,3,"R",1,1200,621,25,2,17,0.116209175,0,7,0,60.8125,1,0,"5",0,0,-11560,"dm"
"7724","2005","12","01","Thursday",NA,500,"SB",20,0,"R",1,950,0,16,1,2,0,32,22,0,41.0078125,1,0,"5",101,0,-11542,"dm"
"7730","2005","12","02","Friday",NA,1,"SD",19,1,"P",1,950,1519,16,2,24,0.091770944,29,7,0,64.796875,1,0,"3",0,1,-11592,"dm"
"7731","2005","12","02","Friday",NA,600,"SO",19,1,"P",1,50,1580,24,1,20,0.030455377,34,17,0,81.28125,1,1,"5",0,0,-11588,"dm"
"7732","2005","12","02","Friday",NA,0,"SO",19,1,"P",1,150,466,11,1,18,0.252274083,1,7,0,60.953125,1,4,"5",0,0,-11570,"dm"
"7735","2005","12","02","Friday",NA,0,"SO",23,0,"R",2,50,0,4,5,2,0.098650303,0,1,2,59.6015625,3,1,"1",470,5,-11566,"dm"
"7737","2005","12","02","Friday",NA,1,"SB",17,1,"P",1,150,1364,30,2,2,0.044216553,0,4,0,51.9296875,1,1,"5",0,0,-11593,"dm"
"7738","2005","12","02","Friday",NA,0,"SD",20,3,"P",1,1100,310,15,4,2,0,0,19,13,25.11328125,1,4,"3",1830,3,-11572,"dm"
"7739","2005","12","02","Friday",NA,0,"SC",42,1,"R",1,2950,1332,13,3,19,0.182624263,24,13,11,49.5625,1,2,"3",0,2,-11569,"dm"
"7741","2005","12","02","Friday",NA,0,"SL",23,1,"R",1,600,217,5,1,29,0.090745873,36,20,0,67.859375,2,0,"3",0,1,-11589,"dm"
"7742","2005","12","02","Friday",NA,0,"SO",25,1,"P",1,2200,2635,4,1,21,0,0,7,4,66.28125,1,1,"3",0,1,-11568,"dm"
"7743","2005","12","02","Friday",NA,0,"SB",21,2,"R",1,50,0,54,1,21,0.06843728,120,5,0,56.125,1,0,"5",0,0,-11594,"dm"
"7745","2005","12","02","Friday",NA,0,"SA",20,3,"R",1,400,1395,8,1,3,0,1,0,2,49.734375,2,3,"4",768,0,-11579,"dm"
"7750","2005","12","03","Saturday",NA,0,"SF",23,6,"P",1,50,529,23,3,32,0.043212945,319,23,5,79.921875,1,4,"1",495,0,-11609,"dm"
"7751","2005","12","03","Saturday",NA,0,"SO",20,3,"P",1,950,713,41,1,28,0.010407859,0,18,3,77.328125,1,0,"3",0,1,-11622,"dm"
"7754","2005","12","03","Saturday",NA,0,"SB",18,1,"P",2,1050,0,4,2,15,0.141190612,0,4,0,64.4375,4,0,"3",0,2,-11611,"dm"
"7755","2005","12","03","Saturday",NA,0,"FT",18,1,"P",1,500,32,42,2,24,0.367123869,0,12,0,61.1484375,1,2,"5",0,0,-11619,"dm"
"7757","2005","12","03","Saturday",NA,1,"SO",19,1,"P",1,500,804,13,3,11,0,25,5,1,70.8125,2,1,"3",0,2,-11610,"dm"
"7760","2005","12","03","Saturday",NA,0,"SD",23,1,"P",1,2250,0,44,3,1,0.188735159,0,21,5,65.484375,1,4,"2",2793,2,-11613,"dm"
"7761","2005","12","03","Saturday",NA,0,"SD",19,0,"P",1,500,31,13,2,2,0.35264222,30,27,1,43.1953125,1,1,"3",0,2,-11623,"dm"
"7762","2005","12","03","Saturday",NA,400,"SE",21,1,"P",1,950,0,42,1,4,0.094211574,14,13,4,28.08203125,1,0,"5",0,0,-11600,"dm"
"7763","2005","12","03","Saturday",NA,400,"SE",21,3,"P",1,3400,2790,7,1,28,0.090580321,225,14,0,29.625,1,0,"5",1300,0,-11599,"dm"
"7764","2005","12","03","Saturday",NA,0,"SD",19,2,"P",1,1950,186,11,2,7,0.02963689,0,16,2,51.1328125,1,3,"3",0,2,-11595,"dm"
"7765","2005","12","03","Saturday",NA,0,"SL",47,0,"R",1,2800,1489,9,1,20,0,0,8,5,67.8125,1,4,"5",0,0,-11602,"dm"
"7766","2005","12","03","Saturday",NA,100,"SE",24,3,"R",2,1900,1396,2,1,13,0.224195572,0,17,1,59.46875,1,0,"5",0,0,-11618,"dm"
"7767","2005","12","03","Saturday",NA,0,"SO",20,1,"P",1,750,496,10,1,21,0.048173529,0,14,0,70.296875,2,1,"5",0,0,-11615,"dm"
"7768","2005","12","03","Saturday",NA,400,"SL",24,1,"R",1,250,0,2,1,20,0.234527051,45,7,0,31.2578125,1,1,"5",0,0,-11606,"dm"
"7769","2005","12","03","Saturday",NA,0,"SO",23,4,"R",1,150,0,5,1,2,0,0,2,0,39.7421875,1,1,"5",26,0,-11603,"dm"
"7770","2005","12","06","Tuesday",NA,0,"SO",19,1,"P",1,1000,960,2,2,13,0.243184491,0,18,1,31.9296875,1,1,"5",0,0,-11634,"dm"
"7771","2005","12","06","Tuesday",NA,1060,"SO",22,1,"P",1,250,0,3,1,12,0.026459999,35,6,3,46.46875,1,2,"3",287,1,-11633,"dm"
"7773","2005","12","06","Tuesday",NA,0,"SE",18,1,"P",1,500,2014,11,1,8,0.136730755,1,0,0,65.703125,1,0,"3",0,1,-11627,"dm"
"7774","2005","12","06","Tuesday",NA,0,"SO",19,1,"P",1,350,1,3,1,5,0,185,17,2,32.375,1,4,"5",0,0,-11661,"dm"
"7775","2005","12","06","Tuesday",NA,0,"SO",19,2,"P",2,750,959,3,1,3,0.277214238,0,26,2,45.9609375,2,0,"3",514,1,-11643,"dm"
"7776","2005","12","06","Tuesday",NA,0,"SH",19,2,"R",1,150,186,2,1,11,0,0,10,0,73.90625,1,1,"5",0,0,-11646,"dm"
"7778","2005","12","06","Tuesday",NA,0,"SN",25,1,"R",2,950,992,7,1,2,0.256932001,50,4,0,48.015625,3,0,"3",0,1,-11626,"dm"
"7779","2005","12","06","Tuesday",NA,300,"SC",36,1,"R",1,250,187,5,2,7,0.652421238,35,0,0,30.34375,3,1,"3",0,1,-11632,"dm"
"7780","2005","12","06","Tuesday",NA,0,"SB",41,1,"R",1,5450,960,1,2,6,0.130098003,0,11,0,66.546875,2,0,"3",0,2,-11629,"dm"
"7781","2005","12","06","Tuesday",NA,0,"SO",31,1,"R",2,1600,1487,2,1,33,0,0,5,0,69.140625,3,1,"2",0,0,-11635,"dm"
"7782","2005","12","06","Tuesday",NA,460,"SO",27,0,"R",1,150,32,2,1,1,0.189592977,0,11,2,48.515625,1,0,"5",101,0,-11630,"dm"
"7783","2005","12","06","Tuesday",NA,0,"SA",20,1,"R",1,950,465,6,1,5,0.781015009,0,17,1,46.796875,1,0,"5",0,0,-11658,"dm"
"7784","2005","12","06","Tuesday",NA,0,"SO",27,3,"R",2,250,0,6,1,3,0.029614308,0,4,0,21.30859375,2,0,"5",0,0,-11652,"dm"
"7785","2005","12","06","Tuesday",NA,0,"SM",25,1,"R",2,100,404,1,2,14,0.156696861,0,5,0,79.015625,2,0,"5",0,0,-11648,"dm"
"7791","2005","12","07","Wednesday",NA,1760,"SC",20,1,"P",3,1500,776,2,2,64,0.095424964,0,9,0,76,2,1,"3",822,2,-11684,"dm"
"7793","2005","12","07","Wednesday",NA,0,"SH",18,1,"P",1,1300,311,22,1,26,0.35446681,0,16,1,64.78125,2,2,"3",0,1,-11665,"dm"
"7794","2005","12","07","Wednesday",NA,0,"SB",21,1,"P",1,200,0,28,4,15,0.162895399,0,10,2,42.2265625,1,0,"5",0,0,-11680,"dm"
"7796","2005","12","07","Wednesday",NA,0,"SO",20,1,"P",1,500,898,23,3,30,0.389821508,0,22,0,64.859375,1,1,"5",101,0,-11672,"dm"
"7797","2005","12","07","Wednesday",NA,600,"SN",42,1,"R",1,50,620,26,1,2,0.269960524,0,5,7,36.7421875,1,0,"3",0,1,-11663,"dm"
"7798","2005","12","07","Wednesday",NA,1,"SA",21,4,"R",1,1950,311,4,2,10,0,26,5,0,53.6015625,1,3,"3",0,2,-11685,"dm"
"7799","2005","12","07","Wednesday",NA,0,"SB",19,2,"P",1,150,806,12,1,7,1.082212392,0,0,1,27.1328125,1,4,"3",1273,1,-11666,"dm"
"7800","2005","12","07","Wednesday",NA,1,"SL",20,1,"R",1,450,247,2,1,9,0.208586097,25,0,2,90.09375,1,1,"3",0,1,-11686,"dm"
"7801","2005","12","07","Wednesday",NA,0,"SB",20,1,"R",1,1700,2077,15,1,2,0.24786894,15,2,0,27.88671875,3,0,"5",0,0,-11687,"dm"
"7802","2005","12","07","Wednesday",NA,0,"SO",45,1,"R",1,1500,1706,6,8,7,0.068509408,0,16,4,16.15625,1,2,"5",0,0,-11662,"dm"
"7803","2005","12","07","Wednesday",NA,1,"SF",21,1,"P",1,450,2015,6,4,1,0,71,6,4,76,1,0,"4",0,0,-11675,"dm"
"7804","2005","12","07","Wednesday",NA,0,"SA",21,1,"R",1,50,2294,14,1,20,0,126,0,0,53.6484375,1,4,"4",208,0,-11673,"dm"
"7810","2005","12","08","Thursday",NA,1,"SA",18,1,"P",1,2250,1703,8,1,15,0.061659861,50,2,0,68.8125,1,0,"5",0,0,-11700,"dm"
"7811","2005","12","08","Thursday",NA,0,"SG",20,1,"P",1,950,372,10,1,16,0.082525216,0,1,2,63.8828125,2,0,"3",0,1,-11703,"dm"
"7812","2005","12","08","Thursday",NA,0,"SO",25,2,"P",1,250,0,17,2,9,0.017784051,0,3,4,67.390625,1,2,"3",101,1,-11707,"dm"
"7814","2005","12","08","Thursday",NA,0,"SM",18,1,"P",1,1200,496,2,1,8,0.142188167,0,4,0,58.765625,1,0,"5",0,0,-11716,"dm"
"7815","2005","12","08","Thursday",NA,0,"SA",21,2,"P",2,250,496,6,2,6,0.203686033,35,5,4,51.6875,3,1,"3",0,2,-11712,"dm"
"7816","2005","12","08","Thursday",NA,0,"SM",18,1,"R",1,350,0,2,1,6,0,0,0,0,75.953125,1,0,"3",0,1,-11713,"dm"
"7817","2005","12","08","Thursday",NA,0,"SH",20,1,"P",1,1100,1116,8,2,4,0.35152641,1,4,2,55.484375,1,1,"3",0,2,-11711,"dm"
"7819","2005","12","08","Thursday",NA,0,"SA",20,1,"R",1,350,1,13,5,38,0,0,20,0,99,1,1,"3",0,3,-11709,"dm"
"7820","2005","12","08","Thursday",NA,1,"SD",37,1,"H",1,50,0,1,5,2,0.252441139,0,0,7,42.1796875,1,1,"3",0,4,-11715,"dm"
"7821","2005","12","08","Thursday",NA,0,"SD",17,1,"P",1,400,188,4,2,66,0.467678261,0,26,7,79.390625,1,0,"5",101,0,-11699,"dm"
"7822","2005","12","08","Thursday",NA,0,"SA",20,1,"R",1,200,0,5,1,3,0,1,5,0,74.828125,1,1,"5",0,0,-11708,"dm"
"7823","2005","12","08","Thursday",NA,0,"SF",23,1,"R",1,150,0,23,1,5,0.126990699,45,1,2,29.86328125,1,0,"5",0,0,-11692,"dm"
"7824","2005","12","08","Thursday",NA,0,"SF",23,1,"P",1,1350,496,5,1,30,0.039935361,0,15,2,41.921875,1,0,"5",0,0,-11690,"dm"
"7825","2005","12","08","Thursday",NA,0,"SB",21,2,"R",1,450,3410,28,1,2,0,675,4,0,53.2109375,1,2,"4",0,0,-11706,"dm"
"7832","2005","12","09","Friday",NA,0,"SH",19,1,"P",1,1500,1674,62,1,66,0,0,2,0,53.8203125,1,2,"3",0,1,-11728,"dm"
"7838","2005","12","09","Friday",NA,0,"SO",18,1,"P",1,500,465,10,1,3,0.01430233,25,13,2,55.421875,1,0,"5",101,0,-11734,"dm"
"7840","2005","12","09","Friday",NA,960,"SN",24,2,"R",1,200,185,6,2,8,0.224418735,30,3,0,65.390625,2,1,"3",202,2,-11725,"dm"
"7841","2005","12","09","Friday",NA,1,"SF",27,1,"R",1,850,527,12,1,16,0.188587315,0,18,0,57.3125,3,4,"3",0,1,-11722,"dm"
"7842","2005","12","09","Friday",NA,1200,"SL",19,1,"P",1,100,248,27,1,8,0.109902978,43,10,2,55.609375,1,1,"5",0,0,-11736,"dm"
"7845","2005","12","10","Saturday",NA,700,"SE",20,2,"P",1,3300,2294,6,3,33,0,75,24,0,80.046875,2,1,"3",2687,2,-11762,"dm"
"7846","2005","12","10","Saturday",NA,700,"SE",20,2,"P",1,3300,2294,6,3,34,0,75,23,0,75.796875,2,1,"3",2702,2,-11761,"dm"
"7848","2005","12","10","Saturday",NA,0,"SD",29,1,"R",1,4700,3288,78,1,5,0.170236212,0,19,2,72.8125,2,0,"5",0,0,-11750,"dm"
"7849","2005","12","10","Saturday",NA,0,"SB",19,1,"R",1,950,495,2,1,2,0.07598508,45,14,0,56.4609375,1,1,"5",0,0,-11758,"dm"
"7850","2005","12","10","Saturday",NA,0,"SO",28,1,"R",1,1700,2511,40,1,15,0.313352286,44,17,1,76.609375,1,0,"5",0,0,-11756,"dm"
"7851","2005","12","10","Saturday",NA,0,"SN",19,1,"R",1,2450,682,12,1,8,0.14716354,45,0,2,46.3828125,1,0,"5",24,0,-11754,"dm"
"7857","2005","12","13","Tuesday",NA,0,"SA",21,3,"P",1,1450,806,15,2,37,0.12274929,0,15,4,52.8515625,1,0,"3",1499,2,-11769,"dm"
"7858","2005","12","13","Tuesday",NA,0,"SO",46,1,"R",1,750,3626,7,2,27,0.161875593,65,2,5,69.953125,2,1,"5",0,0,-11789,"dm"
"7859","2005","12","13","Tuesday",NA,0,"SA",17,1,"P",1,300,281,1,1,27,0.026482315,0,17,0,65.546875,1,0,"5",101,0,-11790,"dm"
"7862","2005","12","13","Tuesday",NA,0,"SE",17,1,"P",1,600,681,14,2,13,0,46,6,0,32.9296875,1,0,"5",0,0,-11784,"dm"
"7863","2005","12","13","Tuesday",NA,1,"SD",30,0,"R",2,300,1985,6,5,2,0.239178328,46,4,4,54.859375,4,1,"3",40,1,-11793,"dm"
"7864","2005","12","13","Tuesday",NA,0,"SB",19,2,"P",2,200,0,1,1,16,0.123076895,0,7,0,39.265625,3,0,"3",61,1,-11770,"dm"
"7865","2005","12","13","Tuesday",NA,1,"SH",28,2,"R",1,50,186,15,3,3,0.178447451,509,3,4,31,1,0,"5",0,0,-11771,"dm"
"7866","2005","12","13","Tuesday",NA,0,"SH",21,2,"R",1,1250,682,15,2,5,0.008191753,0,6,0,45.546875,2,0,"3",1262,2,-11766,"dm"
"7867","2005","12","13","Tuesday",NA,660,"SF",20,2,"R",1,500,154,14,1,2,0.034988048,1,2,1,37.7734375,1,1,"3",1320,1,-11782,"dm"
"7868","2005","12","13","Tuesday",NA,0,"SB",38,1,"R",1,1000,1210,3,1,4,0.270374149,160,8,3,46.984375,1,0,"5",0,0,-11772,"dm"
"7869","2005","12","13","Tuesday",NA,0,"SO",19,2,"R",1,500,1,1,1,10,0.584107105,1,16,0,60.8828125,1,0,"5",0,0,-11768,"dm"
"7870","2005","12","13","Tuesday",NA,0,"SB",24,0,"P",1,7500,6913,21,1,17,0.176920156,45,11,1,53.453125,1,0,"5",0,0,-11792,"dm"
"7872","2005","12","13","Tuesday",NA,0,"SE",21,0,"P",1,700,1952,2,4,16,0.116129348,0,15,4,37.390625,1,0,"5",0,0,-11777,"dm"
"7880","2005","12","14","Wednesday",NA,0,"SO",24,2,"R",1,150,467,16,2,2,0.200998724,36,17,0,49.65625,1,1,"3",0,1,-11798,"dm"
"7881","2005","12","14","Wednesday",NA,560,"SE",41,1,"R",2,1200,1859,7,2,3,0.310578517,1,13,2,37.25,1,3,"3",0,2,-11796,"dm"
"7883","2005","12","14","Wednesday",NA,0,"SL",26,1,"P",1,450,31,13,1,8,0,1,27,1,94.140625,1,0,"5",0,0,-11799,"dm"
"7887","2005","12","15","Thursday",NA,1,"SN",25,0,"P",1,500,434,2,1,32,0,20,22,4,28.640625,1,1,"5",0,0,-11820,"dm"
"7888","2005","12","15","Thursday",NA,0,"SH",18,1,"P",1,250,557,5,2,25,0,0,16,0,44,1,3,"3",0,1,-11816,"dm"
"7895","2005","12","15","Thursday",NA,0,"SG",26,3,"H",1,3400,92,11,3,29,0,0,0,1,53.6171875,1,2,"3",3482,3,-11828,"dm"
"7896","2005","12","15","Thursday",NA,3620,"SL",46,3,"R",1,3000,495,31,1,15,0.617030587,34,0,8,38.390625,2,1,"3",390,1,-11818,"dm"
"7897","2005","12","15","Thursday",NA,240,"SO",21,1,"P",1,100,0,22,1,2,0.036748555,0,15,4,53.25,2,0,"3",0,1,-11827,"dm"
"7899","2005","12","15","Thursday",NA,0,"SA",24,1,"R",1,1650,1023,10,1,2,0.089693172,0,6,0,43.28125,1,2,"5",0,0,-11807,"dm"
"7901","2005","12","16","Friday",NA,920,"SL",24,1,"P",2,850,1209,16,2,19,0.507339029,0,7,4,64.21875,4,0,"3",25,2,-11830,"dm"
"7902","2005","12","16","Friday",NA,0,"SA",18,1,"P",1,750,0,35,1,15,0,34,14,0,29,1,1,"5",0,0,-11852,"dm"
"7903","2005","12","16","Friday",NA,1,"SM",22,4,"H",1,1800,31,3,1,10,0.459034214,1,23,4,58.3203125,1,2,"5",0,0,-11844,"dm"
"7904","2005","12","16","Friday",NA,0,"SA",19,2,"P",1,150,0,5,1,35,0.027658871,84,15,2,71.875,1,0,"3",0,1,-11831,"dm"
"7905","2005","12","16","Friday",NA,800,"SM",31,1,"P",2,4900,4435,7,2,10,0.125265886,77,26,14,73.0625,2,1,"3",0,2,-11842,"dm"
"7907","2005","12","16","Friday",NA,1,"SO",21,1,"P",1,450,372,10,18,1,0.227393529,0,3,0,71.46875,1,4,"3",0,4,-11840,"dm"
"7908","2005","12","16","Friday",NA,1,"SE",26,3,"P",1,50,31,13,3,3,0.43583277,0,27,5,64.53125,1,1,"3",14,2,-11836,"dm"
"7909","2005","12","16","Friday",NA,0,"SO",28,1,"R",1,350,961,78,2,8,0.233219184,185,21,3,58.859375,1,0,"5",0,0,-11833,"dm"
"7912","2005","12","16","Friday",NA,0,"SE",26,4,"P",1,700,497,11,1,43,0.434287223,34,11,6,51.921875,2,1,"5",0,0,-11838,"dm"
"7916","2005","12","17","Saturday",NA,1000,"SO",20,3,"P",3,1600,1177,4,3,12,0.18823997,44,10,1,44.9375,4,0,"3",677,3,-11862,"dm"
"7917","2005","12","17","Saturday",NA,0,"SO",40,2,"P",1,500,1580,22,1,10,0.099204251,29,6,5,51.9921875,1,1,"3",0,1,-11855,"dm"
"7919","2005","12","17","Saturday",NA,0,"SO",22,1,"P",1,750,775,14,1,1,0.020764248,0,16,0,55.21875,1,2,"5",0,0,-11865,"dm"
"7920","2005","12","17","Saturday",NA,1700,"SO",40,1,"R",1,3750,4587,25,2,2,0.276758525,50,4,1,23.60546875,2,2,"3",0,1,-11860,"dm"
"7921","2005","12","17","Saturday",NA,1,"SO",25,1,"R",1,1450,217,44,1,12,0,44,5,0,85.46875,2,1,"3",0,1,-11857,"dm"
"7922","2005","12","20","Tuesday",NA,0,"SO",17,1,"P",1,500,1,11,1,29,0,1,19,1,53.984375,1,4,"5",0,0,-11887,"dm"
"7923","2005","12","20","Tuesday",NA,0,"SC",17,1,"R",2,1950,776,25,1,15,0.033965594,0,4,0,34.6484375,2,1,"5",0,0,-11875,"dm"
"7924","2005","12","20","Tuesday",NA,0,"SO",20,2,"P",1,100,1551,16,1,11,0.201090315,35,6,0,49.2109375,1,0,"3",14,1,-11866,"dm"
"7925","2005","12","20","Tuesday",NA,0,"SE",18,1,"P",1,8000,5364,17,1,8,0.159043043,25,18,0,57.28125,1,0,"3",0,1,-11893,"dm"
"7926","2005","12","20","Tuesday",NA,0,"SB",22,3,"P",1,750,0,31,2,7,0,46,5,2,74.921875,2,0,"3",0,2,-11871,"dm"
"7927","2005","12","20","Tuesday",NA,0,"SO",21,2,"P",1,200,1053,18,3,7,0.196200029,131,5,1,65.296875,2,0,"1",0,2,-11873,"dm"
"7928","2005","12","20","Tuesday",NA,1700,"SM",27,2,"P",2,750,466,6,3,3,0.197079961,216,2,3,53.1171875,3,1,"3",1819,3,-11884,"dm"
"7930","2005","12","20","Tuesday",NA,0,"SO",17,2,"P",1,23650,20770,3,1,37,0.155200277,45,11,10,56.9375,2,0,"5",501,0,-11870,"dm"
"7931","2005","12","20","Tuesday",NA,0,"SL",26,1,"R",1,750,156,18,2,1,0,41,7,1,52.109375,1,0,"3",601,1,-11891,"dm"
"7932","2005","12","20","Tuesday",NA,0,"SO",18,1,"P",1,50,248,6,2,3,0.644089714,0,13,0,39.859375,2,1,"5",101,0,-11883,"dm"
"7933","2005","12","20","Tuesday",NA,1,"SO",20,2,"R",1,400,774,1,1,12,0,94,26,2,39.921875,1,1,"5",4,0,-11876,"dm"
"7934","2005","12","20","Tuesday",NA,0,"SE",23,4,"R",1,1300,1703,20,2,15,0.029155711,25,15,0,43.265625,1,0,"5",1138,0,-11895,"dm"
"7940","2005","12","21","Wednesday",NA,800,"SH",20,1,"P",2,350,497,2,1,15,0.123485987,25,4,6,48.453125,1,1,"5",101,0,-11901,"dm"
"7943","2005","12","21","Wednesday",NA,1,"SN",25,0,"R",1,600,465,15,6,19,0.168247543,0,1,1,39.2421875,3,0,"3",0,1,-11896,"dm"
"7944","2005","12","21","Wednesday",NA,800,"SO",22,1,"R",1,1100,217,5,2,8,0,0,16,0,54.609375,1,2,"3",0,2,-11898,"dm"
"7945","2005","12","21","Wednesday",NA,0,"SD",22,4,"R",1,1650,0,26,1,4,0.304207633,0,7,0,24.6953125,1,3,"3",1461,1,-11906,"dm"
