"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date"
600,"SO",19,1,"P",1.275,442.5,6,2,19.15,6,0,15,221.39,0.1401055465,80.671875,1.08,1,0,"3",2,7283,"17SEP2005"
0,"SB",18,1,"P",1,139.666666666667,5,1,35.84,9,0,15,48.315,0.0648727054,63.6796875,1.055,1,0,"3",2.23,7450,"17SEP2005"
600,"SO",18,1,"P",1,331.5,5,2,46,11,0,17,200.733333333333,0.0701521069,78.90625,1.2,1,0,"3",3,7411,"17SEP2005"
1,"SO",21,2,"P",1.38,850,7,2,167,13,3,16,341.76,0.105529648,82.984375,1,2,758,"3",2,-7500,"17SEP2005"
980,"SC",23,1,"P",1.35,1636.5,16,2,0,12,5,17,572,0,82.484375,1.03,1,0,"3",1.982,7404,"17SEP2005"
0,"SO",19,1,"P",1.18,150,7,1.07,0,15,0,21,123,0,74.546875,1,0,18.4649999999999,"5",0,7455,"17SEP2005"
0,"SO",21,1,"P",2,1650,4,2,17.38,14.86,3.25,21,0,0,66.765625,1,2,0,"3",1.32,7498,"17SEP2005"
0,"SD",19,1,"H",1.3,2563,9,1.73,56.07,14,1,24,883.74,0.0445991961,90.96875,1,0,409.27,"5",0,7497,"17SEP2005"
0,"SF",18,1,"P",1.03,453.571428571429,23.5225,1.18,24.9486666666667,16,0,24,260.485,0.0675352013,84.15625,1.02,0,16.2449999999998,"5",1.51,-7511,"17SEP2005"
400,"SB",19,1,"P",2,150,5,2,0,18,1,26,0,0.0640107344,93.578125,1,1,0,"3",2,7297,"17SEP2005"
0,"SK",18,1,"P",1.6,1957,19.35,2.12,331.15,0,0,26,1541.11,1.2864107937,33.3203125,1.41,0,476.74,"5",3,-7307,"17SEP2005"
0,"SL",19,1,"P",1,1250,2,1,50,4,1.362,27,248,0.0651976117,56.609375,1,1,0,"3",0,7484,"17SEP2005"
0,"SK",18,1,"P",1,50,2,1,51.0308333333333,22,0,30,224.7425,0,85.34375,1.14166666666667,1,0,"3",2.2875,7386,"17SEP2005"
0,"SO",18,1,"P",1.22,404.166666666667,25,1,20.515,24,0,33,115.63,0,40.390625,1,1,0,"3",1,7322,"17SEP2005"
1,"SF",19,1,"P",3,1450,2,1,0,11,2,34,681,0.0420017596,64.625,1,1,0,"3",1,-7378,"17SEP2005"
0,"SO",18,1,"P",1.01,338.678571428571,7,1,0,6,0,35,119.99,0.127793388,67.09375,1,1,0,"3",0,-7471,"17SEP2005"
0,"SH",18,0,"P",1.09,511,35.285,1.03,30.44,11,0,35,399.5,0.0689832298,59.265625,1,0,22.2599999999999,"5",0.39,-7413,"17SEP2005"
0,"SE",19,0,"P",1.105,300,7,1,29.26,6,1,38,0,0,68.840703125,1.032,1,0,"3",2.74,7496,"17SEP2005"
0,"SO",19,1,"P",2.02,750,13,2,212.571666666667,15,1.11,39,247,0,84.921875,1,1,0,"2",0,-7442,"17SEP2005"
0,"SA",18,1,"P",1.09,500,44,1,23.2,14,0.27,45,271.71,0.1191477114,49.6796875,1,1,0,"3",0.495,-7358,"17SEP2005"
0,"SO",19,1,"P",2,1300,3,1,94.28,6,0,48,590,0.0425463443,78.21875,2,1,0,"3",0,-7486,"17SEP2005"
0,"SD",19,2,"P",1.12,632.666666666667,24,1,66.71,18,1.69,47,317.646,0.0817199708,42.984375,1.03,1,0,"3",2.68,-7478,"17SEP2005"
0,"SO",18,1,"P",1.05,314,8,1,30.2,6,0.17,49,100.66,0.0587954685,52.484375,1.06,1,0,"3",2.07,-7396,"17SEP2005"
0,"SD",18,1,"P",1.04,276.833333333333,16,1,26.5866666666667,14,0,52,90.53,0.1475934456,85.546875,1.06,1,0,"3",2.315,7302,"17SEP2005"
1,"SO",18,1,"P",1.1,412,32,1,31.28,6,0.21,58,268.37,0,66.609375,1.01,1,0,"3",1.25,-7507,"17SEP2005"
0,"SO",26,1,"R",1.26,570.5,24.43,1.19,60.8,5.64,1.06,6.89,373.55,0.1195606526,31.28125,1.03,0,26.9299999999998,"5",1.5,7623,"20SEP2005"
0,"SA",20,0,"P",1.11,246,16.13,1.07,61.05,11.79,1.36,14.97,285.05,0.1325235763,57,1,0,7.21999999999958,"5",1.163,7655,"20SEP2005"
0,"SN",23,1,"R",1.06,763.5,24.06,1.09,44.08,7.8,1.83,17.02,391.71,0,84.28125,1.04,0,47.8699999999998,"5",2.66,7729,"20SEP2005"
0,"SB",21,1,"R",1.06,533,24.34,1.04,30.05,6.16,1.34,11.47,285.55,0,50.9046875,1.06,0,4.60999999999962,"4",2.58,7787,"20SEP2005"
0,"SO",22,1,"R",1.16,539.5,23.52,1.02,52.93,5.81,0.96,8.14,440.45,0,56.6953125,1,0,68.47,"5",0,7644,"20SEP2005"
0,"SG",42,1,"R",1.57,1249,20.17,1.37,109.34,6.55,2,15.72,513.1,0.1674247212,7.9248046875,2,0,174.06,"5",0,7791,"20SEP2005"
0,"SD",39,1,"R",1.2,400,11,1.28,93.25,7.53,1.53,11.35,311,0.1334214122,24.73046875,1,0,191.83,"5",1,7633,"20SEP2005"
0,"SL",18,1,"P",1,100,2,1,34.46,10.3595,0.71,15.16,155.585,0.1547100637,59.796875,1,1,131,"3",3,7646,"20SEP2005"
0,"FT",20,0.97,"R",1.13,471,23.72,1.04,51.93,6.58,1.05,11.36,439.181666666667,0.0009155995,51.3046875,1,0,42.96,"5",0,7553,"20SEP2005"
0,"SO",19,0,"P",2,300,3,1,44.78,7.77,0,2,155,0.4041722054,27.6796875,1,1,0,"2",1,7625,"20SEP2005"
0,"SF",18,1,"P",3,647,2,1.52,174,11.115,0.91,2,286.22,0.0519142745,66.4375,1,0,50.88,"5",1,7621,"20SEP2005"
5,"SA",18,1,"P",1.51,455,22,2,60.26,13,1,5,312.856666666667,0.5847189762,18.28125,1,2,0,"3",0.58,7753,"20SEP2005"
0,"SO",19,2,"P",2,616,4,1,0,0,1.13666666666667,7,233.63,0.2116693771,51.8515625,1,1,0,"3",2,7651,"20SEP2005"
0,"SO",22,1,"P",1.02,512.571428571429,21.215,1.29,17,20,3.13,8,162.45,0.0333862648,58.46875,1.07,0,11.0399999999997,"5",2.29,7657,"20SEP2005"
0,"SF",18,1,"P",1.01,415.5,9,1,6.01,11,0.218,7,77.98,0.0651126376,66.46875,1.07,1,0,"3",2.87,7749,"20SEP2005"
0,"SO",21,1,"P",1.3,418,10,2,35,5,3,13,172.06,0,51.7421875,1,2,16,"3",0,7550,"20SEP2005"
0,"SO",20,1,"P",1.16333333333333,281.666666666667,36,1,34.92,18,3,17,174.52,0.0710281176,58.53125,1,1,0,"3",0,7533,"20SEP2005"
0,"SO",18,1,"P",1,200.5,4,1.145,40,17,0,21,110.34,0,63.921875,1,0,38.795,"5",0,7551,"20SEP2005"
0,"SE",20,1,"P",1.15,200,9,1,48.98,8,3,22,317.07,0.2095731567,37.3046875,1,1,224,"3",1,7798,"20SEP2005"
0,"SO",18,1,"P",1.30333333333333,322.75,20,1,51.55,14,0.110666666666666,24,234.103333333333,0.2635945361,52.1171875,2,1,0,"3",0,7704,"20SEP2005"
0,"SM",19,1,"P",1.24,612.666666666667,16,2,10.92,18,1,25,172.25,0.1582438746,56.34375,1,2,0,"3",0,7678,"20SEP2005"
0,"SO",19,1,"P",1.05,460,12.68,1.14,7.66,21,1.23,26,87.2366666666667,0.0880106846,34.734375,1.06,0,12.1499999999996,"5",4,7720,"20SEP2005"
0,"SO",18,1,"P",1.06,223,8,1.05,66,10,0.64,31,184.27,0,71.5,1.1,0,2.11999999999953,"5",3,7732,"20SEP2005"
1000,"SK",24,1,"P",1.38,8950,15,1,50.24,24,7,61,4094,0.0323205651,64.421875,1,1,2593,"3",1.225,7762,"20SEP2005"
1,"SO",21,1.01,"R",1.01,520,22.35,1.01,37.05,4.86,0.94,10.48,297.415,0.0370376623,68.25,1.04,0,1.20999999999962,"5",3.07,7539,"20SEP2005"
0,"SO",24,1,"R",1.05,437.5,25.68,1.25,27.09,8.15,1.17,9.28,484.5,0.4072484626,47.7890625,1.04,0,1.18999999999981,"5",2.42,-7653,"20SEP2005"
0,"SE",28,1,"R",1.22,971,24.57,1.11,87.31,5.99,1.13,7.76,523.48,0.3813175596,18.49609375,1.12,0,79.8999999999999,"5",1.44,7662,"20SEP2005"
0,"SO",20,1.01,"R",1.01,416,28.4333333333333,1.02,43.4,5.6,1.09,9.79,280.64,0,59.71875,1.06,0,0.339999999999597,"5",2.77,7708,"20SEP2005"
0,"SO",18,0.74,"P",1.18,369,25.29,1.092,42.625,12.12,0.22,22.41,178.853333333333,0,64.50650390625,1.04,0,3.6899999999997,"4",1.53,7741,"20SEP2005"
0,"SM",21,0.99,"R",1.05,973.75,20.07,1.05,69.41,4.76,1.45,10.34,452.05,0.3034328939,66.4375,1.07,0,-2.40447661781218e-13,"5",2.98,7750,"20SEP2005"
100,"SK",24,1,"R",1.16,1024,25.48,1.15,52.02,6.17,1.27,7.5,417.31,0,18.1875,1.05,0,53.4899999999998,"5",1.81,7779,"20SEP2005"
0,"SB",21,1,"R",1.32,553,21.62,1.52,210,3.39,1.06,11.6,402.424285714286,0,14.16015625,1.4,0,33.1199999999999,"5",2.42,-7800,"20SEP2005"
0,"SA",32,0,"R",1.18,1138.5,28.27,1.87,31.15,5.76,2.08,7.99,986.24,0.1553875878,50.7421875,1.07,0,21.0799999999998,"5",2.11,-7807,"20SEP2005"
0,"SC",22,1,"R",1.23,481.5,18.02,1.03,63.27,6.995,0.81,8.45,396.96,0.1572816707,49.2109375,1,0,59.96,"5",0,7541,"20SEP2005"
0,"SF",27,2,"R",1.17,1852.16666666667,27.12,1.45,32.03,11.74,3.11,15.45,638.06,0.1444017128,64.375,1,0,478.56,"5",0,-7608,"20SEP2005"
1380,"SO",22,2,"R",1.35,2050,28.9,1.51,39.88,10.33,4.33,16.21,880.99,0.0116347342,57.9609375,1,0,831.286666666667,"5",0,-7643,"20SEP2005"
0,"SC",24,1,"R",1.45,737.25,11,1.64,24,7.06,1.22,11.2,440.56,0,25.41015625,1,0,132.55,"5",0,-7606,"20SEP2005"
0,"SO",32,1,"R",1.26,2900,16,1.67,0,3.58,0,9.68,1985,0.0869559043,65.203125,1.08,0,111.4,"5",2.07,-7813,"20SEP2005"
0,"SD",30,1,"H",1.38,2717,18,1.77,25.13,12.31,7,10.08,1636.93,0.2085734019,48.515625,1,0,269.16,"5",0,-7602,"20SEP2005"
1300,"SB",23,1.59,"P",1,853.75,3,1,24,10.6266666666667,2.70666666666667,17.79,387.333333333333,0.1436684248,72.125,2,1,0,"3",1,7701,"20SEP2005"
0,"SF",18,0,"P",1.08,414,10,1,46.02,10.9033333333333,1,17.9,290.29,0.4789276719,71.234375,1,1,91,"3",1.31666666666667,-7696,"20SEP2005"
1,"SB",20,1,"P",1.13,465,22,1,1,11.43,2,14.3733333333333,251.943333333333,0.1612911876,51.5234375,1,1,143,"3",1.678,7724,"20SEP2005"
0,"SB",27,2.13,"R",1.19,2450,9,2,66,4.22,0,10.99,2481,0.0977658969,43.5703125,1,2,3354,"3",1.46,-7822,"20SEP2005"
1,"SB",22,2,"R",1.17,653.5,24,2,9,7.68,1.97,10.11,574.42,0.1173206659,39.0703125,1,2,0,"3",0,-7596,"20SEP2005"
0,"SL",19,1,"P",1.17,465,7,3,32.02,10.93,2,22.775,339.723333333333,0.1366839227,66.796875,1,3,0,"3",1.95875,-7650,"20SEP2005"
800,"SC",25,1,"P",1.42,2386.5,7,4,1,16.26,7,24.96,1374.03,0.1475060578,75.40625,2,2,33,"3",1,-7659,"20SEP2005"
1,"SL",20,1,"R",1.06,363.5,25.7,1.1,35.31,6.01,0.37,10.74,323.28,0.1512757312,33.2265625,1.03,0,11.2699999999998,"5",2,-7715,"20SEP2005"
0,"SO",19,0.79,"P",1.02,184,11.73,1.02,36.039,9.41833333333333,0.37,11.89,127.756666666667,0.0443765483,51.359375,1,0,22.0933333333333,"5",0,7531,"20SEP2005"
0,"SB",36,1,"R",1.4,100,8,1,0,0,0,1,1784.005,0.2377968268,65.109375,2,1,0,"3",0,-7532,"20SEP2005"
0,"SO",18,1,"P",1.25,234,14.67,1.03,64.08,1,0,2,227.86,0.0596641584,27.546875,1,0,45.795,"5",0,7635,"20SEP2005"
0,"FT",19,1.44285714285714,"P",1.39,1371,12,1.53,0,11.66,2.44333333333333,1,735.34,0,41.765625,1,0,310.4,"5",0,-7600,"20SEP2005"
0,"SO",26,1,"P",1,1243,6,3,55,11.07,16,3,817.345,0.1360588623,71.421875,2,1,3,"3",1,-7794,"20SEP2005"
0,"SB",18,1,"P",1.17,297.5,19.62,1.07,69.13,1,0.0599999999999993,2,236.683333333333,0.0343805653,80.625,1,0,21.0949999999999,"5",0,7555,"20SEP2005"
0,"SA",17,1,"R",1.04,472,31.55,1.02,59.41,3,0,3,388.743333333333,0,55.1875,1.08,0,10.0999999999996,"5",2.41,7756,"20SEP2005"
0,"SH",18,1,"P",1.12,489.5,13.47,1.10142857142857,17.94,2,1,4,174.22,0,35.0390625,1,0,27.5049999999999,"5",0,7703,"20SEP2005"
0,"SM",18,1,"P",1,650.333333333333,1,1,12.95,8,0,4,145.04,0,92.109375,2,1,0,"3",0,7535,"20SEP2005"
0,"SA",19,1,"P",1.46,405,24,2,63.26,26,0,5,382.35,0.2399183805,41.1953125,1,2,0,"3",0.5,7727,"20SEP2005"
880,"SO",22,2.32,"P",1.66,998.5,13,1.67,155.113333333333,0,1.99,6,633.943333333333,0.0328782115,14.681640625,1,0,362.04,"5",1,-7759,"20SEP2005"
1,"SM",18,0,"P",1.09,463.666666666667,12.0666666666667,1.2,9.63,11,1,7,116.956666666667,0,66.359375,1,0,12.6499999999999,"5",0,7649,"20SEP2005"
0,"SF",18,1,"P",1.7,873.833333333333,6,3,331.47,0,0,8,458.412,0,90.8125,1.65,1,0,"3",3,-7776,"20SEP2005"
180,"FT",18,0.63,"P",1.22,519,24.36,1.1,66.72,17,0.179999999999999,7,425.25,0.0255668398,27.03125,1,0,37.29,"5",0,7540,"20SEP2005"
0,"SO",19,1,"P",1,567.25,2,1,0,20,1,8,145.79,0.0283085663,78.75,2,1,0,"3",0,-7591,"20SEP2005"
1,"SF",18,1,"P",1.1,287,9,1,22.66,11,0.4,8,151.851428571429,0.0746116275,65.046875,1.02,1,0,"3",2.175,-7713,"20SEP2005"
0,"SO",18,1,"P",1.13,214.5,30,1,33.49,2,0,9,215.355,0,79.25,1,1,0,"3",0,7604,"20SEP2005"
0,"SO",18,1,"P",1.08,385.166666666667,54,1,19.03,9.83666666666667,0.0399999999999999,9,249.38,0,72.53125,1.01,1,0,"3",1.17,-7774,"20SEP2005"
0,"SO",18,1,"P",1.02,306.5,9,1,35.83,6,0.59,9,173.62,0.0142504714,55.703125,2,1,0,"3",0,-7590,"20SEP2005"
1,"SO",18,1,"P",1.02,232.5,14,1,24.28,12,0,10,100.44,0,80.453125,1.01,1,0,"3",1.105,-7819,"20SEP2005"
0,"SA",21,3,"P",1.13,1200,17,2,20.94,7,3,11,322.98,0,73.515625,1,2,1123,"3",1.49,-7823,"20SEP2005"
0,"SC",18,1,"P",1.06,305,14.75,1.03,32.8333333333333,8,0,11,157.59,0,59.15625,1,0,7.08999999999987,"5",1,-7589,"20SEP2005"
0,"SB",21,0,"P",1.13,516.166666666667,23,1.46,38.82,6,2,11,494.57,0.1485491772,71.640625,1,0,95.89,"5",0,-7566,"20SEP2005"
0,"SK",21,1,"R",2,1200,1,2,50.5725,26,3,12,521.81,0,39.53125,3,2,482,"3",0,7579,"20SEP2005"
0,"SF",19,1,"R",1.09,491.5,23.8033333333333,1.06,47.07,10,2,12,315.355,0,63.40625,1,0,27.185,"5",0,7599,"20SEP2005"
0,"SA",18,0,"P",1.03,421.75,15,1,14.82,15,0,10,114.4,0,87.703125,1,1,0,"3",0,-7617,"20SEP2005"
0,"SB",18,1,"P",1.14,400.5,26.951,1.01,57.965,0,0,12,509.583333333333,0.0782124056,76.703125,1,0,19.7749999999999,"5",0,7654,"20SEP2005"
0,"SF",18,0,"P",1.17,313.25,20.3672727272727,1.04,54.92,6,0,12,260.733333333333,0.1295354092,53.703125,1,0,8.56999999999993,"5",0,7725,"20SEP2005"
0,"SC",18,0,"P",1.08,462.5,27,1,33.25,9,0.205,14,484.255,0.0307744162,71.046875,1,1,0,"3",0.484,-7824,"20SEP2005"
0,"SB",18,1,"P",1.18,331.833333333333,61,1,48.805,6,0.18,13,301.573333333333,0.0549912875,61.0078125,1,1,0,"3",0,7603,"20SEP2005"
1,"SE",18,0,"P",1.01,276,6.37,1.28,56.26,16,0.13,13,203.166666666667,0,78.515625,1.14,0,0.289999999999591,"5",2.56,7663,"20SEP2005"
0,"SK",18,0,"P",1.23,371.5,17.15,1.22,26.74,9,0,14,148.04,0,76.328125,1,0,11.0599999999999,"5",0,7525,"20SEP2005"
0,"SB",18,0,"P",1.05,446.5,35.91,1.09,29.57,13,0,15,456.96,0,61.5390625,1,0,52.32,"5",0,-7578,"20SEP2005"
0,"SO",18,1,"P",1.13,344.75,23.31,1.01,22.57,4,0,17,295.21,0.3073204672,57.8515625,1.1,0,2.35999999999979,"5",2.2,-7674,"20SEP2005"
0,"SM",18,1,"P",1.06,379.5,46,1,32.09,9,0,20,264.805,0,31.40625,1.04,1,0,"3",1.74,-7815,"20SEP2005"
0,"SO",20,1,"P",1.34,1574.5,29.26,1.7,84.96,0,6,20,825.28,0.2350409799,32.9921875,1,0,492.92,"5",1,7785,"20SEP2005"
200,"SA",19,1,"P",1.01,707.5,7,1,4.27111111111111,10,2,21,97.7705714285714,0.0226761655,65.75,1.07,1,0,"3",3.06,7652,"20SEP2005"
0,"SO",19,1,"P",1.18,459.166666666667,31,1,77.27,7,2,24,406.8,0.238676643,74.5,1,1,0,"2",0,7558,"20SEP2005"
0,"SL",18,1,"P",1.26,363.333333333333,23,1,77.2566666666667,17,0,27,293.05,0.2064731657,86.296875,1,1,0,"3",0,7770,"20SEP2005"
0,"SF",18,0,"P",1.12,454,12.88,1.16148148148148,17.11,7,0,30,141.29,0,79.78125,1,0,14.4899999999999,"5",1,7660,"20SEP2005"
0,"SB",20,1,"P",1.96,662,23,1,316.01,3,1.5,30,334.87,0.1336253337,67.484375,3,1,0,"3",0,-7637,"20SEP2005"
1,"SO",22,1,"P",1.03666666666667,50,42,1,35.76,27,5,28,203.56,0.2514378196,58.1484375,1.07,1,0,"3",2.27,7698,"20SEP2005"
0,"SD",19,1,"P",1.23,768.666666666667,13,2,14.27,19,2,30,128.58,0.0494504997,81.28125,1,2,0,"3",0.9175,7716,"20SEP2005"
0,"SA",20,2,"P",1.26,706.5,11,3,19.38,13,2,33,322.23,0,56.515625,1,3,0,"3",1,-7682,"20SEP2005"
0,"SC",21,1,"P",1.21,2175,15,2,0,23,3,37,763.74,0.0145566849,49.1875,1,0,513.04,"5",0,-7804,"20SEP2005"
0,"SH",18,0,"P",1,585,1,1,32.29,26,0.7,39,252.91,0,72.78125,2,1,0,"3",1,-7559,"20SEP2005"
1,"SL",18,1,"P",1.11,565,30.96,1.05,50.8,11,0.0399999999999994,45,303.575,0.1316263182,78.609375,1.02,0,37.1099999999998,"5",1.34,-7754,"20SEP2005"
1,"SO",19,1.75,"R",1.24,799.5,10,1,0,22,1,59,361.91,0.2931404915,51.3984375,1,1,1152,"3",4,7734,"20SEP2005"
1,"SC",19,1,"P",1.03,471,13.86,1.04,14.99,17,0,63,80.42,0.1350803804,87.796875,1.1,0,2.71999999999951,"5",2.83,7706,"20SEP2005"
0,"SA",19,1,"P",1.2,857.416666666667,8,2,27.08,22,1,76,318.03,0,63.1015625,1,2,0,"3",0,-7548,"20SEP2005"
0,"SH",19,1,"P",1.77,896.5,20.3166666666667,1.98,523.48,19,1.78333333333333,105,458.71,0.3572507603,82.578125,1,0,301.34,"5",0,-7714,"20SEP2005"
0,"FT",19,0.89,"R",1.27,498.5,32.59,1.03,39.38,6.8,0.79,10.48,382.32,0,47.366015625,1.04,0,6.54999999999965,"4",1.64,7838,"21SEP2005"
0,"SO",23,0.98,"P",1.05,707,17.94,1.12,16.32,9.98,2.84,15.75,161.28,0,53.325390625,1.06,0,7.5199999999997,"4",3.33,7906,"21SEP2005"
0,"SD",27,1,"R",1.01,1152.28571428571,21.524,1.11,30.8,4.5,1.18,9.53,603.25,0,52.69095703125,1.04,0,1.18999999999975,"4",2.67,7949,"21SEP2005"
1900,"SO",24,4,"R",1.73,500,13,2,39.44,12.02,0,28.91,279,0.090083214,30.125,1,2,603,"3",1,7841,"21SEP2005"
0,"SL",19,0.85,"R",1.24,457.5,24.58,1.09,86.8,5.6,0.47,7.41,367.12,0.119696338,8.587890625,1.02,0,20.6099999999998,"5",1.69,7981,"21SEP2005"
0,"SA",19,1,"P",1.05,267.125,9,1.08,115,12.45,2,20.63,146.07,0.0279479368,67.1875,1.05,0,12.7899999999996,"5",2.56,7995,"21SEP2005"
1,"SB",19,1,"P",1.01,316.833333333333,17,1,29.84,19,1,1,91.1,0,84.671875,1.03,1,0,"3",2.42,7881,"21SEP2005"
0,"SA",18,1,"P",1,100,4,1,91.095,2,0,4,114.91,0.2591786943,47.296875,1,1,20,"3",0,7957,"21SEP2005"
0,"SA",18,1,"P",1.01,223,10.57,1,29.41,15,0.35,6,72.92,0.1660424089,36.2265625,1.06,0,-4.68673988507362e-13,"5",2.76,7875,"21SEP2005"
1,"SO",19,1,"P",1.02,211.5,29,1,26.3075,17,0,8,88.74,0,71.375,1.02,1,0,"3",1.87,7862,"21SEP2005"
0,"SB",19,1,"P",1.03,236.833333333333,13.6433333333333,1.14,48.7,9,0,13,184.72,0,85.6875,1.07,0,5.44999999999953,"5",2.56,7866,"21SEP2005"
0,"SB",18,1,"R",1.03,400,29.27,1.02,54.86,5.51,0.129999999999999,13,306.883333333333,0,56.2225390625,1.07,0,2.93999999999956,"5",2.67,7983,"21SEP2005"
0,"SO",18,1,"P",1.1,236,19,1,54,12,0,16,245.771666666667,0,67.3125,1,1,0,"3",0,7987,"21SEP2005"
0,"SO",20,1,"P",1.21,466.666666666667,22,1,50,18,2,25,290.995,0.2122902418,73.1875,1,1,0,"3",0,8000,"21SEP2005"
1,"SD",19,2,"P",1.11,356.5,12.94,1.07,30.23,9,2,27,152.31,0.0767807995,37.765625,1,0,203.97,"5",1,7993,"21SEP2005"
0,"SD",18,1,"P",1.01,243,23.0566666666667,1.01,45.4,10,0.0199999999999989,29,157.7,0,78.265625,1.03,0,0.289999999999519,"5",2.66,7969,"21SEP2005"
0,"SO",19,1,"P",1.15,220,7,1,50,7,1,30,236.55,0.0588771485,60.4140625,1,1,208,"3",0,7991,"21SEP2005"
0,"SO",22,1,"P",1.08,838,32,1,15.19,27,4,34,301.27,0.0948282799,47.125,1.01,1,0,"3",3,8011,"21SEP2005"
0,"SH",22,1,"P",1.20333333333333,100,11,1,51.81,16,3.3,65,398.26,0.0748265653,86.421875,2,1,0,"3",0,7855,"21SEP2005"
0,"SB",24,1,"R",1.05,625.5,24.2716666666667,1.29,20.71,5.7,1.03,8.42,474.39,0.0686112901,58.0078125,1.05,0,1.99999999999983,"5",2.44,-7828,"21SEP2005"
0,"SO",23,1,"R",1.02,785,22.42,1.03,33.48,3.68,1.41,9.57,408.785,0.0982458685,62.390625,1.03,0,4.48999999999963,"5",3.08,7848,"21SEP2005"
1,"SO",20,1,"R",1.03,400,23.8933333333333,1.02,53.17,5.21,0.98,9.94,302.53,0,26.52734375,1.07,0,7.27999999999966,"5",2.19,7861,"21SEP2005"
0,"SE",23,1,"R",1.03,719.5,22.03,1.12,71.03,4.33,1.31,9.04,473.81,0.043166473,28.171875,1.03,0,11.8499999999997,"5",2.5,7876,"21SEP2005"
1,"SE",19,1.1,"R",1.23,854.5,24.79,1.54,59.06,3.36,1.29,9.7,486.42,0.097246716,26.1171875,1.12,0,33.9799999999999,"5",2.36,-7907,"21SEP2005"
2,"SB",23,1.26,"R",1.06,567,18.2,1.08,20.96,6.31,1.2,10.39,321.42,0.0145461078,34.7109375,1.05,0,6.68999999999969,"5",2.51,7927,"21SEP2005"
0,"SK",25,1.04,"R",1.08,679,19.46,1.17,43.51,5.84,1.8,9.91,391.5,0.3033446092,29.91015625,1.02,0,10.6199999999998,"5",2.15,7939,"21SEP2005"
1,"SO",25,1.02,"R",1,1292.5,19.02,1.02,24.12,2.42,1.1,6.44,467.37,0,44.23404296875,1.02,0,15.1199999999998,"5",2.83,7962,"21SEP2005"
0,"SH",19,1,"R",1.21,679,21.875,1.27,48.12,8.62,0.77,11.4125,408.32,0.0150706483,29.55078125,1.06,0,30.6499999999999,"5",1.78,-7970,"21SEP2005"
0,"SO",23,2,"R",1.05,451,29.29,1.14,29.64,5.24,1.2,8.63,475.415,0.0389488199,43.6484375,1.05,0,8.44999999999983,"5",2.5,-7990,"21SEP2005"
1,"SO",25,1,"P",1.13,700.5,23.6,1.02,45.39,6.03,0,8.89,341.21,0,43.9609375,1,0,104.26,"5",1,7831,"21SEP2005"
0,"SD",21,1,"P",1.4,950,12,1.59,139.45,8.45,1.9,15.21,92,0.0575570631,20.4609375,1.15,0,67.5099999999999,"5",2.57,-7979,"21SEP2005"
500,"SC",25,1,"R",1.09,910.5,14,1.18,0,6.45,1.37,14.12,423.52,0.073900722,70.265625,1.06,0,18.7933333333331,"5",2.27,8012,"21SEP2005"
300,"SF",18,1,"R",1,590.5,2,1,25,12.815,0,19.8466666666667,237.250571428571,0.0548340981,30.2578125,1.19,1,0,"3",4,8006,"21SEP2005"
0,"SM",30,2,"H",1.35,5850,13,1,56,10.13,4,10.38,4062,0.1112077322,29.3828125,1.06,0,395.67,"5",2.2,-7883,"21SEP2005"
200,"SA",22,1,"P",1.05,606,42,1,39.4,9.07,2.83,14.605,276.99,0.1851699003,57.6484375,1.05,1,0,"3",2.77,7865,"21SEP2005"
0,"SO",18,0,"P",1.12,1482,33.84,1.44,56.73,13.88,9,21.42,1028.99,0.1540337061,71.1875,1.08,0,78.7699999999999,"5",2.28,-8019,"21SEP2005"
1,"SE",18,2,"P",1.11,413.5,17.635,1.05,45.335,9.55,0,1,328.443333333333,0.0107391477,79.03125,1.04,0,84.9199999999998,"5",1.75,7951,"21SEP2005"
0,"SO",20,2,"P",1.27,1200,21,1,1,9.57,2.06,2,464,0.1987581486,50.9765625,1,1,654,"3",0,-7825,"21SEP2005"
0,"SA",22,1,"P",1.67,622.5,27,1,314.99,0,2,3,337.61,0,8.392578125,1.32,0,184.65,"5",1.93,-7877,"21SEP2005"
0,"SO",47,1,"R",1.36,50,12,4,1,1,2,3,1603.95333333333,0.5980936065,48.1953125,2,2,0,"3",2,-7902,"21SEP2005"
0,"SC",19,0,"P",1.07,739,11.87,1.17,6.31,26,1.15,7,58.5575,0,80.609375,1.05,0,5.73999999999957,"5",3.25,7911,"21SEP2005"
0,"SO",18,1,"P",1.05,226,32,1,25.8266666666667,15,0.28,8,89.03,0,60.2265625,1,1,0,"3",0.765,7885,"21SEP2005"
0,"SF",27,1,"P",1.07,1057,33,1,22.32,8,4.07,8,753.58,0.1554351365,54.53125,1.06,0,24.8399999999999,"5",2.22,-7873,"21SEP2005"
0,"SE",19,1,"P",1.04,332,6,2,25,12.05,1,8,145.16,0,59.921875,1,2,0,"3",2.1,7930,"21SEP2005"
1,"SB",22,1,"R",1.21,1350,28,1.35,49,3,2,8,0,0.0217016932,50.8984375,1.04,0,201.81,"5",2.31,-8004,"21SEP2005"
0,"SO",21,1,"P",1.08,673.75,20,1,0,16,3,10,304.54,0,67.3125,1.03,1,0,"3",2.88,-7988,"21SEP2005"
